trajectory_id,site_id,site_label,mode,count,direction,lane,timestamp,longitude,latitude,hour,weekday,date,mode_clean,arrondissement,arrondissement_full
10015_1 -> 1,10015,CF0181_101 rue d'Amsterdam,2 roues motorisées,61,N-S,Voie de circulation générale,2021-02-24 13:00:00+00:00,2.327263,48.883513,13,Wednesday,2021-02-24,Motorcycles,8,75008
10019_1 -> 1,10019,143 quai de Valmy,2 roues motorisées,1,S-N,Voie de circulation générale,2021-02-24 08:00:00+00:00,2.365016,48.877338,8,Wednesday,2021-02-24,Motorcycles,10,75010
10019_2 -> 1,10019,143 quai de Valmy,2 roues motorisées,7,N-S,Voie de circulation générale,2021-02-24 14:00:00+00:00,2.365016,48.877338,14,Wednesday,2021-02-24,Motorcycles,10,75010
10019_2 -> 1,10019,143 quai de Valmy,2 roues motorisées,9,N-S,Voie de circulation générale,2021-02-24 15:00:00+00:00,2.365016,48.877338,15,Wednesday,2021-02-24,Motorcycles,10,75010
10019_2 -> 1,10019,143 quai de Valmy,Trottinettes + vélos,427,N-S,Voie de circulation générale,2021-02-24 16:00:00+00:00,2.365016,48.877338,16,Wednesday,2021-02-24,Mixed,10,75010
10019_1 -> 1,10019,143 quai de Valmy,"Véhicules lourds > 3,5t",1,S-N,Voie de circulation générale,2021-02-24 20:00:00+00:00,2.365016,48.877338,20,Wednesday,2021-02-24,Heavy Vehicles,10,75010
10020_1 -> 1,10020,134 quai de Jemmapes,"Véhicules légers < 3,5t",6,S-N,Voie de circulation générale,2021-02-24 00:00:00+00:00,2.364635,48.875967,0,Wednesday,2021-02-24,"Véhicules légers < 3,5t",10,75010
10020_1 -> 1,10020,134 quai de Jemmapes,"Véhicules légers < 3,5t",6,S-N,Voie de circulation générale,2021-02-24 03:00:00+00:00,2.364635,48.875967,3,Wednesday,2021-02-24,"Véhicules légers < 3,5t",10,75010
10020_1 -> 1,10020,134 quai de Jemmapes,"Véhicules lourds > 3,5t",2,S-N,Voie de circulation générale,2021-02-24 13:00:00+00:00,2.364635,48.875967,13,Wednesday,2021-02-24,Heavy Vehicles,10,75010
10020_2 -> 1,10020,134 quai de Jemmapes,"Véhicules lourds > 3,5t",1,N-S,Voie de circulation générale,2021-02-24 14:00:00+00:00,2.364635,48.875967,14,Wednesday,2021-02-24,Heavy Vehicles,10,75010
10020_1 -> 1,10020,134 quai de Jemmapes,Trottinettes + vélos,496,S-N,Voie de circulation générale,2021-02-24 16:00:00+00:00,2.364635,48.875967,16,Wednesday,2021-02-24,Mixed,10,75010
