trajectory_id,site_id,site_label,mode,count,direction,lane,timestamp,longitude,latitude,hour,weekday,date,mode_clean,arrondissement,arrondissement_full
10004_5 -> 3,10004,CF0256_88 rue de Rivoli,Autobus et autocars,4,E-O,Voie de circulation générale,2025-04-09 22:00:00+00:00,2.349109,48.858273,22,Wednesday,2025-04-09,Buses,1,75001
10004_1 -> 1,10004,CF0256_88 rue de Rivoli,Trottinettes,4,O-E,Piste cyclable,2025-04-10 00:00:00+00:00,2.349109,48.858273,0,Thursday,2025-04-10,Scooters,1,75001
10004_4 -> 2,10004,CF0256_88 rue de Rivoli,Trottinettes,5,E-O,Coronapiste,2025-04-10 01:00:00+00:00,2.349109,48.858273,1,Thursday,2025-04-10,Scooters,1,75001
10004_5 -> 3,10004,CF0256_88 rue de Rivoli,"Véhicules lourds > 3,5t",8,E-O,Voie de circulation générale,2025-04-10 02:00:00+00:00,2.349109,48.858273,2,Thursday,2025-04-10,Heavy Vehicles,1,75001
10004_4 -> 2,10004,CF0256_88 rue de Rivoli,Vélos,51,E-O,Coronapiste,2025-04-10 04:00:00+00:00,2.349109,48.858273,4,Thursday,2025-04-10,Bikes,1,75001
10004_5 -> 3,10004,CF0256_88 rue de Rivoli,"Véhicules lourds > 3,5t",40,E-O,Voie de circulation générale,2025-04-10 04:00:00+00:00,2.349109,48.858273,4,Thursday,2025-04-10,Heavy Vehicles,1,75001
10004_5 -> 2,10004,CF0256_88 rue de Rivoli,Autobus et autocars,2,E-O,Coronapiste,2025-04-10 05:00:00+00:00,2.349109,48.858273,5,Thursday,2025-04-10,Buses,1,75001
10004_4 -> 2,10004,CF0256_88 rue de Rivoli,Vélos,734,E-O,Coronapiste,2025-04-10 06:00:00+00:00,2.349109,48.858273,6,Thursday,2025-04-10,Bikes,1,75001
10004_2 -> 1,10004,CF0256_88 rue de Rivoli,Trottinettes,2,E-O,Piste cyclable,2025-04-10 07:00:00+00:00,2.349109,48.858273,7,Thursday,2025-04-10,Scooters,1,75001
10004_5 -> 2,10004,CF0256_88 rue de Rivoli,"Véhicules lourds > 3,5t",7,E-O,Coronapiste,2025-04-10 08:00:00+00:00,2.349109,48.858273,8,Thursday,2025-04-10,Heavy Vehicles,1,75001
10004_5 -> 3,10004,CF0256_88 rue de Rivoli,Vélos,7,E-O,Voie de circulation générale,2025-04-10 09:00:00+00:00,2.349109,48.858273,9,Thursday,2025-04-10,Bikes,1,75001
10004_5 -> 2,10004,CF0256_88 rue de Rivoli,2 roues motorisées,1,E-O,Coronapiste,2025-04-10 09:00:00+00:00,2.349109,48.858273,9,Thursday,2025-04-10,Motorcycles,1,75001
10004_2 -> 1,10004,CF0256_88 rue de Rivoli,Trottinettes,3,E-O,Piste cyclable,2025-04-10 09:00:00+00:00,2.349109,48.858273,9,Thursday,2025-04-10,Scooters,1,75001
10004_5 -> 2,10004,CF0256_88 rue de Rivoli,Vélos,1,E-O,Coronapiste,2025-04-10 10:00:00+00:00,2.349109,48.858273,10,Thursday,2025-04-10,Bikes,1,75001
10004_3 -> 2,10004,CF0256_88 rue de Rivoli,2 roues motorisées,2,O-E,Coronapiste,2025-04-10 10:00:00+00:00,2.349109,48.858273,10,Thursday,2025-04-10,Motorcycles,1,75001
10004_5 -> 3,10004,CF0256_88 rue de Rivoli,2 roues motorisées,47,E-O,Voie de circulation générale,2025-04-10 10:00:00+00:00,2.349109,48.858273,10,Thursday,2025-04-10,Motorcycles,1,75001
10004_5 -> 3,10004,CF0256_88 rue de Rivoli,"Véhicules légers < 3,5t",206,E-O,Voie de circulation générale,2025-04-10 11:00:00+00:00,2.349109,48.858273,11,Thursday,2025-04-10,"Véhicules légers < 3,5t",1,75001
10004_4 -> 3,10004,CF0256_88 rue de Rivoli,Vélos,1,E-O,Voie de circulation générale,2025-04-10 13:00:00+00:00,2.349109,48.858273,13,Thursday,2025-04-10,Bikes,1,75001
10004_5 -> 3,10004,CF0256_88 rue de Rivoli,Vélos,5,E-O,Voie de circulation générale,2025-04-10 13:00:00+00:00,2.349109,48.858273,13,Thursday,2025-04-10,Bikes,1,75001
10004_5 -> 3,10004,CF0256_88 rue de Rivoli,Vélos,11,E-O,Voie de circulation générale,2025-04-10 14:00:00+00:00,2.349109,48.858273,14,Thursday,2025-04-10,Bikes,1,75001
10004_5 -> 3,10004,CF0256_88 rue de Rivoli,2 roues motorisées,54,E-O,Voie de circulation générale,2025-04-10 14:00:00+00:00,2.349109,48.858273,14,Thursday,2025-04-10,Motorcycles,1,75001
10004_4 -> 2,10004,CF0256_88 rue de Rivoli,Trottinettes,42,E-O,Coronapiste,2025-04-10 14:00:00+00:00,2.349109,48.858273,14,Thursday,2025-04-10,Scooters,1,75001
10004_2 -> 1,10004,CF0256_88 rue de Rivoli,Trottinettes,5,E-O,Piste cyclable,2025-04-10 15:00:00+00:00,2.349109,48.858273,15,Thursday,2025-04-10,Scooters,1,75001
10004_5 -> 3,10004,CF0256_88 rue de Rivoli,"Véhicules lourds > 3,5t",83,E-O,Voie de circulation générale,2025-04-10 15:00:00+00:00,2.349109,48.858273,15,Thursday,2025-04-10,Heavy Vehicles,1,75001
10004_1 -> 1,10004,CF0256_88 rue de Rivoli,2 roues motorisées,1,O-E,Piste cyclable,2025-04-10 17:00:00+00:00,2.349109,48.858273,17,Thursday,2025-04-10,Motorcycles,1,75001
10004_5 -> 3,10004,CF0256_88 rue de Rivoli,"Véhicules lourds > 3,5t",9,E-O,Voie de circulation générale,2025-04-10 18:00:00+00:00,2.349109,48.858273,18,Thursday,2025-04-10,Heavy Vehicles,1,75001
10004_4 -> 2,10004,CF0256_88 rue de Rivoli,Vélos,212,E-O,Coronapiste,2025-04-10 21:00:00+00:00,2.349109,48.858273,21,Thursday,2025-04-10,Bikes,1,75001
10004_4 -> 2,10004,CF0256_88 rue de Rivoli,"Véhicules lourds > 3,5t",1,E-O,Coronapiste,2025-04-10 21:00:00+00:00,2.349109,48.858273,21,Thursday,2025-04-10,Heavy Vehicles,1,75001
10015_1 -> 1,10015,CF0181_101 rue d'Amsterdam,2 roues motorisées,2,N-S,Voie de circulation générale,2025-04-09 23:00:00+00:00,2.327263,48.883513,23,Wednesday,2025-04-09,Motorcycles,8,75008
10015_1 -> 1,10015,CF0181_101 rue d'Amsterdam,2 roues motorisées,5,N-S,Voie de circulation générale,2025-04-10 04:00:00+00:00,2.327263,48.883513,4,Thursday,2025-04-10,Motorcycles,8,75008
10015_2 -> 2,10015,CF0181_101 rue d'Amsterdam,2 roues motorisées,5,S-N,Coronapiste,2025-04-10 10:00:00+00:00,2.327263,48.883513,10,Thursday,2025-04-10,Motorcycles,8,75008
10015_2 -> 2,10015,CF0181_101 rue d'Amsterdam,Trottinettes + vélos,23,S-N,Coronapiste,2025-04-10 13:00:00+00:00,2.327263,48.883513,13,Thursday,2025-04-10,Mixed,8,75008
10015_2 -> 2,10015,CF0181_101 rue d'Amsterdam,"Véhicules légers < 3,5t",134,S-N,Coronapiste,2025-04-10 16:00:00+00:00,2.327263,48.883513,16,Thursday,2025-04-10,"Véhicules légers < 3,5t",8,75008
10015_1 -> 1,10015,CF0181_101 rue d'Amsterdam,Trottinettes + vélos,18,N-S,Voie de circulation générale,2025-04-10 18:00:00+00:00,2.327263,48.883513,18,Thursday,2025-04-10,Mixed,8,75008
10015_2 -> 2,10015,CF0181_101 rue d'Amsterdam,Trottinettes + vélos,13,S-N,Coronapiste,2025-04-10 19:00:00+00:00,2.327263,48.883513,19,Thursday,2025-04-10,Mixed,8,75008
10019_1 -> 1,10019,143 quai de Valmy,Trottinettes + vélos,38,S-N,Voie de circulation générale,2025-04-10 05:00:00+00:00,2.365016,48.877338,5,Thursday,2025-04-10,Mixed,10,75010
10019_2 -> 1,10019,143 quai de Valmy,2 roues motorisées,5,N-S,Voie de circulation générale,2025-04-10 06:00:00+00:00,2.365016,48.877338,6,Thursday,2025-04-10,Motorcycles,10,75010
10019_1 -> 1,10019,143 quai de Valmy,"Véhicules légers < 3,5t",5,S-N,Voie de circulation générale,2025-04-10 13:00:00+00:00,2.365016,48.877338,13,Thursday,2025-04-10,"Véhicules légers < 3,5t",10,75010
10019_1 -> 1,10019,143 quai de Valmy,"Véhicules lourds > 3,5t",1,S-N,Voie de circulation générale,2025-04-10 13:00:00+00:00,2.365016,48.877338,13,Thursday,2025-04-10,Heavy Vehicles,10,75010
10019_1 -> 1,10019,143 quai de Valmy,Trottinettes + vélos,126,S-N,Voie de circulation générale,2025-04-10 14:00:00+00:00,2.365016,48.877338,14,Thursday,2025-04-10,Mixed,10,75010
10019_1 -> 1,10019,143 quai de Valmy,2 roues motorisées,2,S-N,Voie de circulation générale,2025-04-10 17:00:00+00:00,2.365016,48.877338,17,Thursday,2025-04-10,Motorcycles,10,75010
10022_1 -> 1,10022,CF0892_65 rue de Rivoli (Bourdonnais),2 roues motorisées,8,E-O,Voie de circulation générale,2025-04-09 23:00:00+00:00,2.344817,48.859617,23,Wednesday,2025-04-09,Motorcycles,1,75001
10022_5 -> 3,10022,CF0892_65 rue de Rivoli (Bourdonnais),Vélos,12,E-O,Piste cyclable,2025-04-10 01:00:00+00:00,2.344817,48.859617,1,Thursday,2025-04-10,Bikes,1,75001
10022_1 -> 1,10022,CF0892_65 rue de Rivoli (Bourdonnais),Autobus et autocars,3,E-O,Voie de circulation générale,2025-04-10 04:00:00+00:00,2.344817,48.859617,4,Thursday,2025-04-10,Buses,1,75001
10022_1 -> 1,10022,CF0892_65 rue de Rivoli (Bourdonnais),"Véhicules légers < 3,5t",3,E-O,Voie de circulation générale,2025-04-10 04:00:00+00:00,2.344817,48.859617,4,Thursday,2025-04-10,"Véhicules légers < 3,5t",1,75001
10022_5 -> 3,10022,CF0892_65 rue de Rivoli (Bourdonnais),Trottinettes,14,E-O,Piste cyclable,2025-04-10 04:00:00+00:00,2.344817,48.859617,4,Thursday,2025-04-10,Scooters,1,75001
10022_4 -> 3,10022,CF0892_65 rue de Rivoli (Bourdonnais),"Véhicules lourds > 3,5t",1,O-E,Piste cyclable,2025-04-10 04:00:00+00:00,2.344817,48.859617,4,Thursday,2025-04-10,Heavy Vehicles,1,75001
10022_2 -> 2,10022,CF0892_65 rue de Rivoli (Bourdonnais),Trottinettes,1,O-E,Coronapiste,2025-04-10 07:00:00+00:00,2.344817,48.859617,7,Thursday,2025-04-10,Scooters,1,75001
10022_5 -> 3,10022,CF0892_65 rue de Rivoli (Bourdonnais),Vélos,509,E-O,Piste cyclable,2025-04-10 08:00:00+00:00,2.344817,48.859617,8,Thursday,2025-04-10,Bikes,1,75001
10022_5 -> 3,10022,CF0892_65 rue de Rivoli (Bourdonnais),2 roues motorisées,16,E-O,Piste cyclable,2025-04-10 08:00:00+00:00,2.344817,48.859617,8,Thursday,2025-04-10,Motorcycles,1,75001
10022_3 -> 2,10022,CF0892_65 rue de Rivoli (Bourdonnais),2 roues motorisées,38,E-O,Coronapiste,2025-04-10 10:00:00+00:00,2.344817,48.859617,10,Thursday,2025-04-10,Motorcycles,1,75001
10022_1 -> 1,10022,CF0892_65 rue de Rivoli (Bourdonnais),Vélos,121,E-O,Voie de circulation générale,2025-04-10 11:00:00+00:00,2.344817,48.859617,11,Thursday,2025-04-10,Bikes,1,75001
10022_4 -> 3,10022,CF0892_65 rue de Rivoli (Bourdonnais),Vélos,408,O-E,Piste cyclable,2025-04-10 11:00:00+00:00,2.344817,48.859617,11,Thursday,2025-04-10,Bikes,1,75001
10022_2 -> 2,10022,CF0892_65 rue de Rivoli (Bourdonnais),"Véhicules légers < 3,5t",1,O-E,Coronapiste,2025-04-10 14:00:00+00:00,2.344817,48.859617,14,Thursday,2025-04-10,"Véhicules légers < 3,5t",1,75001
10022_4 -> 3,10022,CF0892_65 rue de Rivoli (Bourdonnais),2 roues motorisées,8,O-E,Piste cyclable,2025-04-10 14:00:00+00:00,2.344817,48.859617,14,Thursday,2025-04-10,Motorcycles,1,75001
10022_1 -> 1,10022,CF0892_65 rue de Rivoli (Bourdonnais),2 roues motorisées,350,E-O,Voie de circulation générale,2025-04-10 15:00:00+00:00,2.344817,48.859617,15,Thursday,2025-04-10,Motorcycles,1,75001
10022_4 -> 3,10022,CF0892_65 rue de Rivoli (Bourdonnais),2 roues motorisées,2,O-E,Piste cyclable,2025-04-10 17:00:00+00:00,2.344817,48.859617,17,Thursday,2025-04-10,Motorcycles,1,75001
10022_3 -> 2,10022,CF0892_65 rue de Rivoli (Bourdonnais),"Véhicules lourds > 3,5t",10,E-O,Coronapiste,2025-04-10 17:00:00+00:00,2.344817,48.859617,17,Thursday,2025-04-10,Heavy Vehicles,1,75001
10022_3 -> 2,10022,CF0892_65 rue de Rivoli (Bourdonnais),Trottinettes,6,E-O,Coronapiste,2025-04-10 18:00:00+00:00,2.344817,48.859617,18,Thursday,2025-04-10,Scooters,1,75001
10022_2 -> 2,10022,CF0892_65 rue de Rivoli (Bourdonnais),Vélos,1,O-E,Coronapiste,2025-04-10 19:00:00+00:00,2.344817,48.859617,19,Thursday,2025-04-10,Bikes,1,75001
10022_3 -> 2,10022,CF0892_65 rue de Rivoli (Bourdonnais),Vélos,31,E-O,Coronapiste,2025-04-10 19:00:00+00:00,2.344817,48.859617,19,Thursday,2025-04-10,Bikes,1,75001
10022_2 -> 2,10022,CF0892_65 rue de Rivoli (Bourdonnais),"Véhicules légers < 3,5t",1,O-E,Coronapiste,2025-04-10 20:00:00+00:00,2.344817,48.859617,20,Thursday,2025-04-10,"Véhicules légers < 3,5t",1,75001
10022_5 -> 3,10022,CF0892_65 rue de Rivoli (Bourdonnais),Trottinettes,9,E-O,Piste cyclable,2025-04-10 21:00:00+00:00,2.344817,48.859617,21,Thursday,2025-04-10,Scooters,1,75001
10023_1 -> 1,10023,CF0318_29 rue de Rivoli (Lobau),Trottinettes,16,O-E,Piste cyclable,2025-04-09 22:00:00+00:00,2.353837,48.856949,22,Wednesday,2025-04-09,Scooters,3,75003
10023_2 -> 1,10023,CF0318_29 rue de Rivoli (Lobau),Vélos,10,E-O,Piste cyclable,2025-04-10 00:00:00+00:00,2.353837,48.856949,0,Thursday,2025-04-10,Bikes,3,75003
10023_5 -> 1,10023,CF0318_29 rue de Rivoli (Lobau),Autobus et autocars,29,E-O,Voie de circulation générale,2025-04-10 05:00:00+00:00,2.353837,48.856949,5,Thursday,2025-04-10,Buses,3,75003
10023_5 -> 1,10023,CF0318_29 rue de Rivoli (Lobau),"Véhicules lourds > 3,5t",1,E-O,Voie de circulation générale,2025-04-10 05:00:00+00:00,2.353837,48.856949,5,Thursday,2025-04-10,Heavy Vehicles,3,75003
10023_5 -> 1,10023,CF0318_29 rue de Rivoli (Lobau),Autobus et autocars,32,E-O,Voie de circulation générale,2025-04-10 06:00:00+00:00,2.353837,48.856949,6,Thursday,2025-04-10,Buses,3,75003
10023_2 -> 1,10023,CF0318_29 rue de Rivoli (Lobau),2 roues motorisées,2,E-O,Piste cyclable,2025-04-10 06:00:00+00:00,2.353837,48.856949,6,Thursday,2025-04-10,Motorcycles,3,75003
10023_5 -> 1,10023,CF0318_29 rue de Rivoli (Lobau),2 roues motorisées,7,E-O,Voie de circulation générale,2025-04-10 06:00:00+00:00,2.353837,48.856949,6,Thursday,2025-04-10,Motorcycles,3,75003
10023_1 -> 1,10023,CF0318_29 rue de Rivoli (Lobau),"Véhicules légers < 3,5t",2,O-E,Piste cyclable,2025-04-10 07:00:00+00:00,2.353837,48.856949,7,Thursday,2025-04-10,"Véhicules légers < 3,5t",3,75003
10023_5 -> 1,10023,CF0318_29 rue de Rivoli (Lobau),Vélos,10,E-O,Voie de circulation générale,2025-04-10 08:00:00+00:00,2.353837,48.856949,8,Thursday,2025-04-10,Bikes,3,75003
10023_2 -> 1,10023,CF0318_29 rue de Rivoli (Lobau),2 roues motorisées,2,E-O,Piste cyclable,2025-04-10 08:00:00+00:00,2.353837,48.856949,8,Thursday,2025-04-10,Motorcycles,3,75003
10023_4 -> 1,10023,CF0318_29 rue de Rivoli (Lobau),"Véhicules lourds > 3,5t",16,E-O,Coronapiste,2025-04-10 08:00:00+00:00,2.353837,48.856949,8,Thursday,2025-04-10,Heavy Vehicles,3,75003
10023_5 -> 1,10023,CF0318_29 rue de Rivoli (Lobau),Vélos,35,E-O,Voie de circulation générale,2025-04-10 11:00:00+00:00,2.353837,48.856949,11,Thursday,2025-04-10,Bikes,3,75003
10023_4 -> 1,10023,CF0318_29 rue de Rivoli (Lobau),Autobus et autocars,5,E-O,Coronapiste,2025-04-10 12:00:00+00:00,2.353837,48.856949,12,Thursday,2025-04-10,Buses,3,75003
10023_2 -> 1,10023,CF0318_29 rue de Rivoli (Lobau),Vélos,311,E-O,Piste cyclable,2025-04-10 14:00:00+00:00,2.353837,48.856949,14,Thursday,2025-04-10,Bikes,3,75003
10023_5 -> 1,10023,CF0318_29 rue de Rivoli (Lobau),Vélos,30,E-O,Voie de circulation générale,2025-04-10 14:00:00+00:00,2.353837,48.856949,14,Thursday,2025-04-10,Bikes,3,75003
10023_1 -> 1,10023,CF0318_29 rue de Rivoli (Lobau),"Véhicules lourds > 3,5t",1,O-E,Piste cyclable,2025-04-10 14:00:00+00:00,2.353837,48.856949,14,Thursday,2025-04-10,Heavy Vehicles,3,75003
10023_4 -> 1,10023,CF0318_29 rue de Rivoli (Lobau),Autobus et autocars,3,E-O,Coronapiste,2025-04-10 18:00:00+00:00,2.353837,48.856949,18,Thursday,2025-04-10,Buses,3,75003
10023_5 -> 1,10023,CF0318_29 rue de Rivoli (Lobau),Autobus et autocars,26,E-O,Voie de circulation générale,2025-04-10 19:00:00+00:00,2.353837,48.856949,19,Thursday,2025-04-10,Buses,3,75003
10023_5 -> 1,10023,CF0318_29 rue de Rivoli (Lobau),Trottinettes,1,E-O,Voie de circulation générale,2025-04-10 20:00:00+00:00,2.353837,48.856949,20,Thursday,2025-04-10,Scooters,3,75003
10023_5 -> 1,10023,CF0318_29 rue de Rivoli (Lobau),"Véhicules légers < 3,5t",100,E-O,Voie de circulation générale,2025-04-10 21:00:00+00:00,2.353837,48.856949,21,Thursday,2025-04-10,"Véhicules légers < 3,5t",3,75003
10028_2 -> 1,10028,CF0004_29 boulevard Poissonnière (sens O-E),Trottinettes + vélos,57,O-E,Piste cyclable,2025-04-09 22:00:00+00:00,2.3418311,48.8714843,22,Wednesday,2025-04-09,Mixed,2,75002
10028_2 -> 1,10028,CF0004_29 boulevard Poissonnière (sens O-E),2 roues motorisées,4,O-E,Piste cyclable,2025-04-09 22:00:00+00:00,2.3418311,48.8714843,22,Wednesday,2025-04-09,Motorcycles,2,75002
10028_1 -> 1,10028,CF0004_29 boulevard Poissonnière (sens O-E),"Véhicules légers < 3,5t",41,O-E,Voie de circulation générale,2025-04-10 02:00:00+00:00,2.3418311,48.8714843,2,Thursday,2025-04-10,"Véhicules légers < 3,5t",2,75002
10028_1 -> 1,10028,CF0004_29 boulevard Poissonnière (sens O-E),"Véhicules lourds > 3,5t",5,O-E,Voie de circulation générale,2025-04-10 04:00:00+00:00,2.3418311,48.8714843,4,Thursday,2025-04-10,Heavy Vehicles,2,75002
10028_1 -> 1,10028,CF0004_29 boulevard Poissonnière (sens O-E),"Véhicules légers < 3,5t",118,O-E,Voie de circulation générale,2025-04-10 06:00:00+00:00,2.3418311,48.8714843,6,Thursday,2025-04-10,"Véhicules légers < 3,5t",2,75002
10028_2 -> 1,10028,CF0004_29 boulevard Poissonnière (sens O-E),2 roues motorisées,9,O-E,Piste cyclable,2025-04-10 13:00:00+00:00,2.3418311,48.8714843,13,Thursday,2025-04-10,Motorcycles,2,75002
10028_2 -> 1,10028,CF0004_29 boulevard Poissonnière (sens O-E),2 roues motorisées,29,O-E,Piste cyclable,2025-04-10 14:00:00+00:00,2.3418311,48.8714843,14,Thursday,2025-04-10,Motorcycles,2,75002
10028_2 -> 1,10028,CF0004_29 boulevard Poissonnière (sens O-E),Trottinettes + vélos,312,O-E,Piste cyclable,2025-04-10 15:00:00+00:00,2.3418311,48.8714843,15,Thursday,2025-04-10,Mixed,2,75002
10028_2 -> 1,10028,CF0004_29 boulevard Poissonnière (sens O-E),2 roues motorisées,52,O-E,Piste cyclable,2025-04-10 16:00:00+00:00,2.3418311,48.8714843,16,Thursday,2025-04-10,Motorcycles,2,75002
10029_2 -> 1,10029,CF0004_2 boulevard Montmartre (sens E-O),2 roues motorisées,33,E-O,Voie de circulation générale,2025-04-09 22:00:00+00:00,2.341831,48.8714843,22,Wednesday,2025-04-09,Motorcycles,2,75002
10029_2 -> 1,10029,CF0004_2 boulevard Montmartre (sens E-O),Trottinettes,1,E-O,Voie de circulation générale,2025-04-09 22:00:00+00:00,2.341831,48.8714843,22,Wednesday,2025-04-09,Scooters,2,75002
10029_2 -> 1,10029,CF0004_2 boulevard Montmartre (sens E-O),Trottinettes,2,E-O,Voie de circulation générale,2025-04-09 23:00:00+00:00,2.341831,48.8714843,23,Wednesday,2025-04-09,Scooters,2,75002
10029_2 -> 1,10029,CF0004_2 boulevard Montmartre (sens E-O),"Véhicules légers < 3,5t",48,E-O,Voie de circulation générale,2025-04-10 00:00:00+00:00,2.341831,48.8714843,0,Thursday,2025-04-10,"Véhicules légers < 3,5t",2,75002
10082_1 -> 1,10082,,Trottinettes + vélos,233,,,2025-04-10 13:00:00+00:00,,,13,Thursday,2025-04-10,Mixed,,
10029_3 -> 1,10029,CF0004_2 boulevard Montmartre (sens E-O),Trottinettes,6,E-O,Piste cyclable,2025-04-10 01:00:00+00:00,2.341831,48.8714843,1,Thursday,2025-04-10,Scooters,2,75002
10029_2 -> 1,10029,CF0004_2 boulevard Montmartre (sens E-O),2 roues motorisées,1,E-O,Voie de circulation générale,2025-04-10 04:00:00+00:00,2.341831,48.8714843,4,Thursday,2025-04-10,Motorcycles,2,75002
10029_3 -> 1,10029,CF0004_2 boulevard Montmartre (sens E-O),Trottinettes,128,E-O,Piste cyclable,2025-04-10 06:00:00+00:00,2.341831,48.8714843,6,Thursday,2025-04-10,Scooters,2,75002
10029_2 -> 1,10029,CF0004_2 boulevard Montmartre (sens E-O),Vélos,55,E-O,Voie de circulation générale,2025-04-10 07:00:00+00:00,2.341831,48.8714843,7,Thursday,2025-04-10,Bikes,2,75002
10029_3 -> 1,10029,CF0004_2 boulevard Montmartre (sens E-O),Vélos,937,E-O,Piste cyclable,2025-04-10 07:00:00+00:00,2.341831,48.8714843,7,Thursday,2025-04-10,Bikes,2,75002
10029_1 -> 1,10029,CF0004_2 boulevard Montmartre (sens E-O),Autobus et autocars,11,E-O,Voie de circulation générale,2025-04-10 09:00:00+00:00,2.341831,48.8714843,9,Thursday,2025-04-10,Buses,2,75002
10029_3 -> 1,10029,CF0004_2 boulevard Montmartre (sens E-O),Trottinettes,196,E-O,Piste cyclable,2025-04-10 10:00:00+00:00,2.341831,48.8714843,10,Thursday,2025-04-10,Scooters,2,75002
10029_3 -> 1,10029,CF0004_2 boulevard Montmartre (sens E-O),Vélos,187,E-O,Piste cyclable,2025-04-10 11:00:00+00:00,2.341831,48.8714843,11,Thursday,2025-04-10,Bikes,2,75002
10029_1 -> 1,10029,CF0004_2 boulevard Montmartre (sens E-O),2 roues motorisées,74,E-O,Voie de circulation générale,2025-04-10 13:00:00+00:00,2.341831,48.8714843,13,Thursday,2025-04-10,Motorcycles,2,75002
10029_1 -> 1,10029,CF0004_2 boulevard Montmartre (sens E-O),Autobus et autocars,6,E-O,Voie de circulation générale,2025-04-10 14:00:00+00:00,2.341831,48.8714843,14,Thursday,2025-04-10,Buses,2,75002
10029_1 -> 1,10029,CF0004_2 boulevard Montmartre (sens E-O),"Véhicules légers < 3,5t",487,E-O,Voie de circulation générale,2025-04-10 17:00:00+00:00,2.341831,48.8714843,17,Thursday,2025-04-10,"Véhicules légers < 3,5t",2,75002
10029_3 -> 1,10029,CF0004_2 boulevard Montmartre (sens E-O),2 roues motorisées,8,E-O,Piste cyclable,2025-04-10 20:00:00+00:00,2.341831,48.8714843,20,Thursday,2025-04-10,Motorcycles,2,75002
10030_1 -> 1,10030,CF0001_9 boulevard de Sébastopol,2 roues motorisées,15,S-N,Voie de circulation générale,2025-04-10 02:00:00+00:00,2.348208,48.858628,2,Thursday,2025-04-10,Motorcycles,1,75001
10030_2 -> 1,10030,CF0001_9 boulevard de Sébastopol,"Véhicules légers < 3,5t",190,S-N,Voie de circulation générale,2025-04-10 03:00:00+00:00,2.348208,48.858628,3,Thursday,2025-04-10,"Véhicules légers < 3,5t",1,75001
10030_4 -> 2,10030,CF0001_9 boulevard de Sébastopol,Trottinettes,7,N-S,Piste cyclable,2025-04-10 03:00:00+00:00,2.348208,48.858628,3,Thursday,2025-04-10,Scooters,1,75001
10030_2 -> 1,10030,CF0001_9 boulevard de Sébastopol,2 roues motorisées,37,S-N,Voie de circulation générale,2025-04-10 05:00:00+00:00,2.348208,48.858628,5,Thursday,2025-04-10,Motorcycles,1,75001
10030_2 -> 1,10030,CF0001_9 boulevard de Sébastopol,"Véhicules lourds > 3,5t",63,S-N,Voie de circulation générale,2025-04-10 05:00:00+00:00,2.348208,48.858628,5,Thursday,2025-04-10,Heavy Vehicles,1,75001
10030_2 -> 1,10030,CF0001_9 boulevard de Sébastopol,Autobus et autocars,1,S-N,Voie de circulation générale,2025-04-10 06:00:00+00:00,2.348208,48.858628,6,Thursday,2025-04-10,Buses,1,75001
10030_1 -> 1,10030,CF0001_9 boulevard de Sébastopol,"Véhicules légers < 3,5t",319,S-N,Voie de circulation générale,2025-04-10 06:00:00+00:00,2.348208,48.858628,6,Thursday,2025-04-10,"Véhicules légers < 3,5t",1,75001
10030_4 -> 2,10030,CF0001_9 boulevard de Sébastopol,Vélos,801,N-S,Piste cyclable,2025-04-10 07:00:00+00:00,2.348208,48.858628,7,Thursday,2025-04-10,Bikes,1,75001
10030_2 -> 1,10030,CF0001_9 boulevard de Sébastopol,"Véhicules lourds > 3,5t",50,S-N,Voie de circulation générale,2025-04-10 07:00:00+00:00,2.348208,48.858628,7,Thursday,2025-04-10,Heavy Vehicles,1,75001
10030_2 -> 1,10030,CF0001_9 boulevard de Sébastopol,2 roues motorisées,81,S-N,Voie de circulation générale,2025-04-10 09:00:00+00:00,2.348208,48.858628,9,Thursday,2025-04-10,Motorcycles,1,75001
10030_2 -> 2,10030,CF0001_9 boulevard de Sébastopol,Trottinettes,1,S-N,Piste cyclable,2025-04-10 09:00:00+00:00,2.348208,48.858628,9,Thursday,2025-04-10,Scooters,1,75001
10030_2 -> 2,10030,CF0001_9 boulevard de Sébastopol,Vélos,3,S-N,Piste cyclable,2025-04-10 10:00:00+00:00,2.348208,48.858628,10,Thursday,2025-04-10,Bikes,1,75001
10030_1 -> 1,10030,CF0001_9 boulevard de Sébastopol,2 roues motorisées,80,S-N,Voie de circulation générale,2025-04-10 10:00:00+00:00,2.348208,48.858628,10,Thursday,2025-04-10,Motorcycles,1,75001
10030_3 -> 2,10030,CF0001_9 boulevard de Sébastopol,2 roues motorisées,1,S-N,Piste cyclable,2025-04-10 10:00:00+00:00,2.348208,48.858628,10,Thursday,2025-04-10,Motorcycles,1,75001
10030_2 -> 1,10030,CF0001_9 boulevard de Sébastopol,"Véhicules lourds > 3,5t",15,S-N,Voie de circulation générale,2025-04-10 10:00:00+00:00,2.348208,48.858628,10,Thursday,2025-04-10,Heavy Vehicles,1,75001
10030_1 -> 1,10030,CF0001_9 boulevard de Sébastopol,2 roues motorisées,54,S-N,Voie de circulation générale,2025-04-10 11:00:00+00:00,2.348208,48.858628,11,Thursday,2025-04-10,Motorcycles,1,75001
10030_2 -> 1,10030,CF0001_9 boulevard de Sébastopol,Autobus et autocars,1,S-N,Voie de circulation générale,2025-04-10 12:00:00+00:00,2.348208,48.858628,12,Thursday,2025-04-10,Buses,1,75001
