zone_name,arrondissement,date_partition_bovp,geo_shape,geo_point_2d,is_named,arrondissement_clean,data_quality,has_coordinates,has_date,latitude,longitude
0,6,2009-12-11 01:00:00+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [[[2.3339026572573593, 48.8527529704595], [2.3339217722643353, 48.852819291954496], [2.333927821014595, 48.85283972391866], [2.33394174501903, 48.852884723357825], [2.333944333985486, 48.85289488520214], [2.3339541851258447, 48.85292757406632], [2.333963845750492, 48.85292654951399], [2.3339645961488205, 48.85292850979003], [2.3339687099210358, 48.85294380644945], [2.3339711219105834, 48.85295278105712], [2.3339728249433818, 48.85295911210899], [2.333973767038253, 48.85296260145753], [2.3339747258602532, 48.852966168243725], [2.333976325789267, 48.85297214257667], [2.3339768568792496, 48.85297409443698], [2.3339833971827724, 48.85299840175751], [2.334008084142991, 48.85308995778295], [2.334009746004857, 48.85309823121268], [2.3340511107300914, 48.85322525440278], [2.334055988700072, 48.85324175594778], [2.3340574597013592, 48.85324672947706], [2.334058155031403, 48.85324905368443], [2.334073248256942, 48.85330005020524], [2.334131846809895, 48.85329214271807], [2.334107201088884, 48.853217917548974], [2.3341027459217427, 48.85320448246337], [2.3340868864319515, 48.85315671216295], [2.3340670343253436, 48.85309738719893], [2.3340492960338906, 48.8530426472171], [2.334071643931176, 48.85303933875528], [2.333985220968697, 48.85281626266419], [2.334035982927014, 48.85278402449493], [2.33400943433297, 48.85275549395161], [2.334010707135208, 48.8527556071601], [2.3338962443867435, 48.852733305414745], [2.3339026572573593, 48.8527529704595]]], 'type': 'Polygon'}, 'properties': {}}","{'lon': 2.3340141616662917, 'lat': 48.852993894359436}",False,6,Low,True,True,48.8527529704595,2.3339026572573593
0,13,,"{'type': 'Feature', 'geometry': {'coordinates': [[[2.35342803330361, 48.82915729548708], [2.353341342952131, 48.82904872032085], [2.353311330396596, 48.829069830913696], [2.353233698918265, 48.829049221981336], [2.3530967033253494, 48.829011850463296], [2.353083095967664, 48.82900868661233], [2.3530825778203335, 48.82900949594369], [2.3528997460326244, 48.82895847109078], [2.3528953545001263, 48.829029675900024], [2.3529212328986224, 48.82902316145616], [2.3530250038966583, 48.829050997265014], [2.353090673831657, 48.82906852333549], [2.3532081358053767, 48.82909883886227], [2.3532463717461045, 48.82910850075269], [2.353326836766137, 48.82913031396801], [2.3533536983354093, 48.829137225194195], [2.353375193587509, 48.82914319363694], [2.353379879869596, 48.82914438006517], [2.353388883635332, 48.82914683366948], [2.35342803330361, 48.82915729548708]]], 'type': 'Polygon'}, 'properties': {}}","{'lon': 2.3531512087107895, 'lat': 48.82905506302426}",False,13,Low,True,False,48.82915729548708,2.35342803330361
,16,2020-08-28 02:00:00+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [[[2.254336438096699, 48.84036233007422], [2.254269184587687, 48.84087214364215], [2.254596279899299, 48.84088407002151], [2.254625318675444, 48.84071588190778], [2.2546694566541583, 48.840462713360765], [2.2546821811966176, 48.84038820845412], [2.2547286243146223, 48.84012472666228], [2.2546268997677514, 48.84006464510736], [2.2544957806749815, 48.840050854542895], [2.2543405611933807, 48.84004556288993], [2.254338632839324, 48.840181684663], [2.2543383167368196, 48.840207493834214], [2.254336438096699, 48.84036233007422]]], 'type': 'Polygon'}, 'properties': {}}","{'lon': 2.2544907713774607, 'lat': 48.840458629683205}",True,16,High,True,True,48.84036233007422,2.254336438096699
0,18,2018-09-07 02:00:00+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [[[2.364971975245022, 48.89556132217111], [2.364973512760807, 48.89550627675964], [2.36496510487988, 48.89547098249587], [2.364920092833076, 48.89551183005399], [2.364227345401226, 48.89558383465001], [2.36420039634304, 48.89558663774348], [2.3637997345035626, 48.895628280625154], [2.363688200183116, 48.895560088990685], [2.363594784398561, 48.89550297960694], [2.363569933410851, 48.89540054017703], [2.3635484872582113, 48.895389897879795], [2.3635304249724185, 48.89538093640293], [2.3635118583836494, 48.89537172313166], [2.3634868239118294, 48.89535994929433], [2.363461937372017, 48.89534053922489], [2.3634482509273855, 48.89535453541524], [2.36343272290352, 48.895367659368375], [2.3634154757824737, 48.89537982180286], [2.3633966471702497, 48.89539092362515], [2.3633763855950325, 48.895400864900445], [2.363354867874552, 48.895409574622526], [2.363332244913944, 48.895416981647585], [2.363308707093157, 48.895423021336896], [2.363284459223501, 48.89542767589322], [2.363283982544379, 48.89542773001587], [2.36333617319239, 48.89546928261189], [2.3635676453851397, 48.89560924452705], [2.3635751623705294, 48.89564046563896], [2.363587849173564, 48.89569430239946], [2.3636195745587636, 48.89582565183569], [2.363626613529556, 48.89585302401419], [2.3638279816478582, 48.89583145625985], [2.3638072579184475, 48.89574493338751], [2.3637925765935597, 48.89568363340797], [2.364971975245022, 48.89556132217111]]], 'type': 'Polygon'}, 'properties': {}}","{'lon': 2.363912829181664, 'lat': 48.895598992694744}",False,18,Low,True,True,48.89556132217111,2.364971975245022
0,19,,"{'type': 'Feature', 'geometry': {'coordinates': [[[2.39341189555222, 48.87939200985997], [2.393374966560724, 48.87938621902213], [2.3933736203962366, 48.87938999657696], [2.3933662796708353, 48.879444856214015], [2.3933652248377384, 48.87945277035891], [2.39336076323048, 48.87948602831409], [2.393359993346072, 48.87949183767445], [2.3933553959266063, 48.879526102188365], [2.393354530285208, 48.8795326404189], [2.3933500690849767, 48.879565979312986], [2.393349054525652, 48.879573479070416], [2.393344579160252, 48.87960686285778], [2.393343660346539, 48.87961375155651], [2.3933391989334694, 48.879647107534005], [2.3933382654242408, 48.87965397007748], [2.393333844902877, 48.87968697552262], [2.3933322631619878, 48.879698801773095], [2.393331113515307, 48.87970736295206], [2.3933259759362984, 48.87974573825023], [2.39332506970148, 48.87975248311913], [2.393320621581647, 48.879785632313634], [2.3933196619555908, 48.879792746535756], [2.3933151453482555, 48.87982639001251], [2.3933142531537492, 48.879833099878226], [2.3933097247952237, 48.879866932153035], [2.3933088043874466, 48.87987372281506], [2.3933043022387404, 48.879907294415965], [2.3933031392536717, 48.879915946357706], [2.3932989078856846, 48.879947575880635], [2.393297920882979, 48.8799549327815], [2.3932934861519857, 48.879987983110794], [2.3932869294309063, 48.88003686165679], [2.3932865503033014, 48.88003991025735], [2.3932855232359014, 48.88004754574629], [2.393285144108237, 48.8800505943468], [2.3932765250241697, 48.88012083227761], [2.3932759847001814, 48.880125310892325], [2.393314272768707, 48.880127315274606], [2.393314773980811, 48.88012373578989], [2.3933289153838486, 48.88001826227573], [2.393329944333116, 48.880010698742055], [2.3933344196378448, 48.87997732396026], [2.393335365201294, 48.879970246540374], [2.3933398270756614, 48.879936970615276], [2.3933408280089132, 48.879929470791296], [2.3933452619803006, 48.87989636559578], [2.39334622264351, 48.87988927925856], [2.3933507379879746, 48.87985562588362], [2.393351603951167, 48.87984917758948], [2.39335607921766, 48.87981580370124], [2.393356998663407, 48.879808977959854], [2.3933615008848705, 48.879775396461895], [2.393362419489473, 48.879768525749526], [2.3933669495997836, 48.87973477351908], [2.3933678278282886, 48.87972820837355], [2.3933723702008987, 48.879694339291106], [2.393373221791071, 48.879687953876065], [2.3933777380450136, 48.87965433647185], [2.3933786712209257, 48.879647267980154], [2.3933831864186943, 48.87961362358937], [2.39338403872887, 48.87960717612376], [2.3933885269685002, 48.879573738440556], [2.393389500947046, 48.87956644442351], [2.3933939765857235, 48.879533151467015], [2.393394908709713, 48.879526172901976], [2.393399302438906, 48.87949347308607], [2.393400343949314, 48.87948564880656], [2.3934048061614295, 48.87945245380611], [2.393405642198971, 48.8794452957872], [2.3934114222583713, 48.879396003180176], [2.3934105090019857, 48.879395860056185], [2.39341189555222, 48.87939200985997]]], 'type': 'Polygon'}, 'properties': {}}","{'lon': 2.3933441077843263, 'lat': 48.87975762024209}",False,19,Low,True,False,48.87939200985997,2.39341189555222
0,18,,"{'type': 'Feature', 'geometry': {'coordinates': [[[2.3379791136432426, 48.899221289793516], [2.33816547570344, 48.899225027647354], [2.3382431547870866, 48.899226591826675], [2.3383915707614835, 48.899229871439985], [2.3384454212016177, 48.89923101247132], [2.3387072263990234, 48.89923666445423], [2.338879115797536, 48.89923998763675], [2.3388814326688503, 48.89919148943359], [2.3388838455725436, 48.89914122909566], [2.3388165327876416, 48.8991394950336], [2.3387837558085254, 48.89913865937346], [2.338369567919228, 48.89913000745875], [2.3382807437794146, 48.89912873161707], [2.337731643473768, 48.89911676984586], [2.3376479633103364, 48.899165980005044], [2.3376470781190406, 48.89921454006877], [2.3379791136432426, 48.899221289793516]]], 'type': 'Polygon'}, 'properties': {}}","{'lon': 2.3382752187653266, 'lat': 48.89917840951787}",False,18,Low,True,False,48.899221289793516,2.3379791136432426
0,13,,"{'type': 'Feature', 'geometry': {'coordinates': [[[2.3633627280829885, 48.82436479185011], [2.3634726218350446, 48.82430963081677], [2.3635769457689895, 48.824257484427015], [2.3636104801992306, 48.824239859740196], [2.3636644934155275, 48.82421309303463], [2.3636958787280755, 48.824198121739194], [2.3637782396731475, 48.82415694221698], [2.363856747970662, 48.82411826399357], [2.363785059604401, 48.82410057411963], [2.363771480971017, 48.82412491184829], [2.3636259128878985, 48.82409018942926], [2.363425512003195, 48.824027782649246], [2.3632393805050786, 48.82398279058806], [2.3631892283843916, 48.82397067154419], [2.3631903441281166, 48.823969205206595], [2.3631189015813683, 48.823951497350805], [2.36308666109078, 48.82394381584576], [2.3630459608193264, 48.823934122335366], [2.363053852076264, 48.82391967811055], [2.362985584669024, 48.82390341709436], [2.362976970984324, 48.82391745724404], [2.362926655439293, 48.82390534621189], [2.3629023145475463, 48.823899488405765], [2.3628311586685893, 48.82388230174288], [2.3627892599435043, 48.823872824803786], [2.3626880970496527, 48.82384777589507], [2.362710111389054, 48.82380561262453], [2.3625665734258487, 48.82377074502389], [2.362532425788182, 48.823762542355226], [2.3624972295778717, 48.82375432239479], [2.362478929865248, 48.82378798653681], [2.3624074195483264, 48.82377073657134], [2.3624026162925533, 48.82377936116594], [2.362370457470702, 48.82377158996325], [2.3623313106185453, 48.82376141882633], [2.362328450554558, 48.8237607272439], [2.3623325728089437, 48.823753325770525], [2.362261416599459, 48.823735752030565], [2.3622949026905724, 48.82367286721167], [2.36224807125412, 48.82365723002529], [2.362232175214608, 48.823677998197844], [2.3621614114967056, 48.823654183016224], [2.362180110968871, 48.82362916136299], [2.362105450407104, 48.823602011158414], [2.362042734478125, 48.823682455919325], [2.362065848815528, 48.82374401475417], [2.3620698999698617, 48.823755785822875], [2.362088771074734, 48.82379923464888], [2.362148834147468, 48.82393831175942], [2.362352641335631, 48.823900577093006], [2.3624402917721534, 48.82392155471619], [2.3624622080017157, 48.8239265317915], [2.362479071012197, 48.823930611326716], [2.3624935616434892, 48.823905364833045], [2.3626394426697566, 48.82394101486988], [2.3626198495553417, 48.82397663996984], [2.362820228317827, 48.82402527134331], [2.362907156716385, 48.82404606939426], [2.3628321979943356, 48.824180995582466], [2.3628945267978207, 48.82419359785722], [2.3629353895951164, 48.82420338132007], [2.3629403616804634, 48.82420456800332], [2.362999504683551, 48.82421872626008], [2.363019853764942, 48.82422366790171], [2.363018589681958, 48.82422601483603], [2.363055161401083, 48.82423472942578], [2.363056168492334, 48.824232903659876], [2.3630811221029218, 48.82423890499811], [2.3631050428313727, 48.82419554576046], [2.3631169340591605, 48.82417400517441], [2.363131997159617, 48.82414669938918], [2.3631372551961145, 48.824148227551426], [2.3631572573536177, 48.8241137710431], [2.363165770218112, 48.82411590113227], [2.3631720431022747, 48.824104262431995], [2.36324165988397, 48.82412114389693], [2.3632448165726503, 48.824115729372124], [2.3632461775308506, 48.82411325613902], [2.3633630052944894, 48.82414130374057], [2.363392753114963, 48.82414844576406], [2.3633840055333835, 48.82416709902699], [2.3634605021190334, 48.82418667644327], [2.3634490458219903, 48.824207524159895], [2.3634418075701573, 48.824220700164766], [2.363448087415655, 48.82422220946915], [2.3633947363642096, 48.824318894406666], [2.3633887305115993, 48.82431736677198], [2.3633627280829885, 48.82436479185011]]], 'type': 'Polygon'}, 'properties': {}}","{'lon': 2.3628824729560622, 'lat': 48.82398281945069}",False,13,Low,True,False,48.82436479185011,2.3633627280829885
