latitude,longitude,location_type,arrondissement,commercial_score,format_1m2,format_2m2,traffic_count,zone_name,data_source
48.890553,2.304479,Civic Panel,75017.0,4.5,0.0,1.0,0,"76, boulevard Berthier",panels
48.879105,2.348291,Civic Panel,75009.0,1.75,0.0,1.0,0,"31, rue Pierre Semard",panels
48.836123,2.360667,Civic Panel,75013.0,6.5,0.0,1.0,0,"46, rue Jenner",panels
48.825299,2.311657,Civic Panel,75014.0,7.863044227314029,0.0,1.0,0,"14-18, avenue Georges Lafenestre",panels
48.858981,2.31858,Civic Panel,75007.0,1.5,0.0,1.0,0,"27, rue Las Casés",panels
48.834253,2.348657,Civic Panel,75013.0,6.5,0.0,1.0,0,"39, rue des Cordelières",panels
48.892135,2.382858,Civic Panel,75019.0,9.379903128503239,0.0,1.0,0,"7, rue Barbanègre",panels
48.848586,2.352272,Civic Panel,75005.0,2.75,0.0,1.0,0,"27, rue de Poissy",panels
48.885248,2.315958,Civic Panel,75017.0,4.5,0.0,1.0,0,"49, rue Legendre",panels
48.88971,2.379576,Civic Panel,75019.0,9.379903128503239,0.0,1.0,0,"9, rue Jomard",panels
48.867739,2.388636,Civic Panel,75020.0,8.75,0.0,1.0,0,"109, rue des Amandiers",panels
48.868105,2.32685,Civic Panel,75001.0,3.367634075065204,0.0,1.0,0,"28, rue Cambon",panels
48.853665,2.363512,Civic Panel,75004.0,23.747073309914683,0.0,1.0,0,"5/7, rue Neuve Saint Pierre",panels
48.87234,2.307394,Civic Panel,75008.0,1.5,0.0,1.0,0,"10, rue Paul Baudry",panels
48.822875,2.362127,Civic Panel,75013.0,6.5,0.0,1.0,0,"3, rue des Caillaux",panels
48.825299,2.311657,Civic Panel,75014.0,7.863044227314029,0.0,1.0,0,"20-24, avenue Georges Lafenestre",panels
48.833817,2.294959,Civic Panel,75015.0,4.073888089991745,0.0,1.0,0,"66, rue Olivier de Serres",panels
48.891898,2.33465,Civic Panel,75018.0,5.696806078326992,0.0,1.0,0,"1, rue Vauvenargues",panels
48.871589,2.358068,Civic Panel,75010.0,2.892664068221247,0.0,1.0,0,"5, rue Pierre Bullet",panels
48.843724,2.2549200000000003,Civic Panel,75016.0,3.4789356781958816,0.0,1.0,0,"26, avenue du Général Sarail",panels
48.897262,2.32429,Civic Panel,75017.0,4.5,0.0,1.0,0,"11-13, rue Jacques Kellner",panels
48.866818,2.399962,Civic Panel,75020.0,8.75,0.0,1.0,0,"103, avenue Gambetta",panels
48.854201,2.392536,Civic Panel,75011.0,5.5,0.0,1.0,0,66/72 avenue Philippe Auguste,panels
48.849445,2.377656,Civic Panel,75012.0,5.0,0.0,1.0,0,"6, rue de Cotte",panels
48.871326,2.345109,Civic Panel,75009.0,1.75,0.0,1.0,0,"22, boulevard Poissonnière",panels
48.829663,2.366395,Civic Panel,75013.0,6.5,0.0,1.0,0,"11, rue Lahire",panels
48.891869,2.369341,Civic Panel,75019.0,9.379903128503239,0.0,1.0,0,"122-130, rue d Aubervilliers",panels
48.837543,2.39417,Civic Panel,75012.0,5.0,1.0,0.0,0,20 rue de la Brèche aux loups,panels
48.898947,2.324894,Civic Panel,75017.0,4.5,0.0,1.0,0,"28, rue andré Brechet",panels
48.878088,2.290012,Civic Panel,75017.0,4.5,0.0,1.0,0,"16, rue du Colonel Moll",panels
48.8527529704595,2.33390265725736,Pedestrian Zone,6,3.15,0.0,0.0,0,0,pedestrian_zones
48.82915729548708,2.35342803330361,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,0,pedestrian_zones
48.84036233007422,2.254336438096699,Pedestrian Zone,16,9.45,0.0,0.0,0,,pedestrian_zones
48.89556132217111,2.364971975245022,Pedestrian Zone,18,17.5,0.0,0.0,0,0,pedestrian_zones
48.87939200985997,2.39341189555222,Pedestrian Zone,19,21.119978525920875,0.0,0.0,0,0,pedestrian_zones
48.89922128979352,2.337979113643242,Pedestrian Zone,18,17.5,0.0,0.0,0,0,pedestrian_zones
48.838931331807096,2.3696159899185427,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,Rue Vivian Maier,pedestrian_zones
48.85543249031189,2.2621999575778418,Pedestrian Zone,16,9.45,0.0,0.0,0,0,pedestrian_zones
48.83044796638448,2.3784950396504683,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,,pedestrian_zones
48.8688205289782,2.3541965365884043,Pedestrian Zone,3,4.55,0.0,0.0,0,0,pedestrian_zones
48.86485856601836,2.397298707663151,Pedestrian Zone,20,23.099999999999998,0.0,0.0,0,zone Père Lachaise,pedestrian_zones
48.895524883013685,2.3474579998389893,Pedestrian Zone,18,17.5,0.0,0.0,0,Passage Championnet,pedestrian_zones
48.87619953751982,2.326796406331153,Pedestrian Zone,8,2.8,0.0,0.0,0,0,pedestrian_zones
48.823435404712455,2.363986346769542,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,Rue Charles Bertheau et Jean Dunand,pedestrian_zones
48.859897068392826,2.2650730167291204,Pedestrian Zone,16,9.45,0.0,0.0,0,0,pedestrian_zones
48.83259776215558,2.314480395235982,Pedestrian Zone,14,8.75,0.0,0.0,0,0,pedestrian_zones
48.83914611128649,2.3807669012126738,Pedestrian Zone,12,19.29633220790896,0.0,0.0,0,0,pedestrian_zones
48.83372776137496,2.3131101411345383,Pedestrian Zone,14,8.75,0.0,0.0,0,0,pedestrian_zones
48.866831143741415,2.343926919070403,Pedestrian Zone,2,42.31767764298094,0.0,0.0,0,Montorgueil-Saint-Denis,pedestrian_zones
48.8761269882769,2.362408120211231,Pedestrian Zone,10,26.80534865500053,0.0,0.0,0,0,pedestrian_zones
48.86759806609335,2.4057816042940154,Pedestrian Zone,20,23.099999999999998,0.0,0.0,0,0,pedestrian_zones
48.87838501565312,2.2919014985547657,Pedestrian Zone,17,9.1,0.0,0.0,0,0,pedestrian_zones
48.86203002574339,2.28938137694724,Pedestrian Zone,16,9.45,0.0,0.0,0,0,pedestrian_zones
48.8640301651791,2.350200794853392,Pedestrian Zone,2,42.31767764298094,0.0,0.0,0,,pedestrian_zones
48.87233108788018,2.3781814045797534,Pedestrian Zone,20,23.099999999999998,0.0,0.0,0,0,pedestrian_zones
48.886204433349455,2.3503940944203885,Pedestrian Zone,18,17.5,0.0,0.0,0,Rue Richomme,pedestrian_zones
48.8495996481662,2.269721614831546,Pedestrian Zone,16,9.45,0.0,0.0,0,Rue du Père Brottier et avenue Boudon,pedestrian_zones
48.8464489111362,2.3520198064903632,Pedestrian Zone,5,17.629673951356285,0.0,0.0,0,Rue des Boulangers,pedestrian_zones
48.83019978368005,2.3538265969692724,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,Rue du Père Guérin,pedestrian_zones
48.859724543854526,2.3408317428167096,Pedestrian Zone,1,35.37696083724355,0.0,0.0,0,Place du Louvre,pedestrian_zones
48.82436479185011,2.3633627280829885,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,0,pedestrian_zones
48.832673886575016,2.3875339739929964,Pedestrian Zone,12,19.29633220790896,0.0,0.0,0,Zac Bercy,pedestrian_zones
48.869250921783696,2.3525537538844032,Pedestrian Zone,2,42.31767764298094,0.0,0.0,0,0,pedestrian_zones
48.88370094230893,2.3436210338069223,Pedestrian Zone,18,17.5,0.0,0.0,0,0,pedestrian_zones
48.85953261176494,2.3445644263530427,Pedestrian Zone,1,35.37696083724355,0.0,0.0,0,Rue Boucher,pedestrian_zones
48.87701611366081,2.3442386969989286,Pedestrian Zone,9,26.321794611334404,0.0,0.0,0,0,pedestrian_zones
48.83878824959766,2.345921194795673,Pedestrian Zone,5,17.629673951356285,0.0,0.0,0,,pedestrian_zones
48.8212889794973,2.344212771594512,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,0,pedestrian_zones
48.86552626307076,2.3863891624734173,Pedestrian Zone,20,23.099999999999998,0.0,0.0,0,0,pedestrian_zones
48.88433979731764,2.3901801288297917,Pedestrian Zone,19,21.119978525920875,0.0,0.0,0,0,pedestrian_zones
48.85601284529744,2.3825562994656444,Pedestrian Zone,11,10.85,0.0,0.0,0,0,pedestrian_zones
48.869273635498566,2.2719700579757016,Pedestrian Zone,16,9.45,0.0,0.0,0,0,pedestrian_zones
48.84851620100737,2.394420661918291,Pedestrian Zone,12,19.29633220790896,0.0,0.0,0,Place de la Nation,pedestrian_zones
48.84563572314169,2.3704592841225733,Pedestrian Zone,12,19.29633220790896,0.0,0.0,0,Rue Traversière,pedestrian_zones
48.83859121614264,2.389551091797582,Pedestrian Zone,12,19.29633220790896,0.0,0.0,0,0,pedestrian_zones
48.87691810739006,2.3895621217450973,Pedestrian Zone,19,21.119978525920875,0.0,0.0,0,0,pedestrian_zones
48.89323824859863,2.3493675160067724,Pedestrian Zone,18,17.5,0.0,0.0,0,Rue du Nord,pedestrian_zones
48.88083206426291,2.2921185471297867,Pedestrian Zone,17,9.1,0.0,0.0,0,0,pedestrian_zones
48.84251049193043,2.2751475560417136,Pedestrian Zone,15,12.168683158822544,0.0,0.0,0,Rue du Mont Aigoual,pedestrian_zones
48.87730380536074,2.369760089530039,Pedestrian Zone,10,26.80534865500053,0.0,0.0,0,0,pedestrian_zones
48.88760935909391,2.370385561668648,Pedestrian Zone,19,21.119978525920875,0.0,0.0,0,0,pedestrian_zones
48.87885407983568,2.368900798122616,Pedestrian Zone,10,26.80534865500053,0.0,0.0,0,ZAC Granges aux Belles,pedestrian_zones
48.8699226224194,2.290563735283992,Pedestrian Zone,16,9.45,0.0,0.0,0,,pedestrian_zones
48.88048906741909,2.325389309992426,Pedestrian Zone,7,8.683479206840584,0.0,0.0,0,Rue de Moscou,pedestrian_zones
48.85192004501265,2.236955914369024,Pedestrian Zone,16,9.45,0.0,0.0,0,Route de Sèvres à Neuilly,pedestrian_zones
48.844051026691965,2.2844063233532514,Pedestrian Zone,15,12.168683158822544,0.0,0.0,0,Rue Lacordaire,pedestrian_zones
48.831662963810224,2.3709949135537847,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,"Rue Pierre Gourdault, rue de Vimoutiers",pedestrian_zones
48.85946353869003,2.2871842263072213,Pedestrian Zone,16,9.45,0.0,0.0,0,,pedestrian_zones
48.85284398333909,2.3603693913230925,Pedestrian Zone,4,46.63299906119314,0.0,0.0,0,Voie B/4 (village Saint-Paul),pedestrian_zones
48.836837742565926,2.3733954216786763,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,Rue Jean Arp,pedestrian_zones
48.85865856637229,2.343746795767126,Pedestrian Zone,1,35.37696083724355,0.0,0.0,0,,pedestrian_zones
48.86634187389328,2.332959377523189,Pedestrian Zone,1,35.37696083724355,0.0,0.0,0,Rue Saint Roch,pedestrian_zones
48.8411404131278,2.3920901206231324,Pedestrian Zone,12,19.29633220790896,0.0,0.0,0,Rue Paul Dukas,pedestrian_zones
48.82673354172338,2.3538064570904527,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,0,pedestrian_zones
48.88790109118349,2.3728744059956184,Pedestrian Zone,19,21.119978525920875,0.0,0.0,0,0,pedestrian_zones
48.885666726443255,2.381904830796472,Pedestrian Zone,19,21.119978525920875,0.0,0.0,0,0,pedestrian_zones
48.84169765931002,2.2790404847066013,Pedestrian Zone,15,12.168683158822544,0.0,0.0,0,0,pedestrian_zones
48.88587843554048,2.3768260387524824,Pedestrian Zone,19,21.119978525920875,0.0,0.0,0,0,pedestrian_zones
48.84556010601,2.3761210343312187,Pedestrian Zone,12,19.29633220790896,0.0,0.0,0,Place Henri Frenay,pedestrian_zones
48.86336511817502,2.373984358395367,Pedestrian Zone,11,10.85,0.0,0.0,0,Rue Pihet,pedestrian_zones
48.88370094230893,2.3436210338069223,Pedestrian Zone,18,17.5,0.0,0.0,0,0,pedestrian_zones
48.84162223856892,2.2997971684091705,Pedestrian Zone,15,12.168683158822544,0.0,0.0,0,0,pedestrian_zones
48.852875677458826,2.3916464232918897,Pedestrian Zone,11,10.85,0.0,0.0,0,Cité Voltaire,pedestrian_zones
48.85112906095897,2.349517466877238,Pedestrian Zone,5,17.629673951356285,0.0,0.0,0,0,pedestrian_zones
48.87126884051123,2.3832121991410715,Pedestrian Zone,20,23.099999999999998,0.0,0.0,0,0,pedestrian_zones
48.83554513033754,2.316671377025708,Pedestrian Zone,14,8.75,0.0,0.0,0,0,pedestrian_zones
48.85677801538712,2.398994588991965,Pedestrian Zone,20,23.099999999999998,0.0,0.0,0,0,pedestrian_zones
48.84785586597053,2.3946284978230663,Pedestrian Zone,12,19.29633220790896,0.0,0.0,0,Place de la Nation,pedestrian_zones
48.85800998934872,2.308125145303936,Pedestrian Zone,7,8.683479206840584,0.0,0.0,0,0,pedestrian_zones
48.840552297674726,2.3695290413121124,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,0,pedestrian_zones
48.86700407225712,2.347358652938219,Pedestrian Zone,2,42.31767764298094,0.0,0.0,0,Montorgueil-Saint-Denis,pedestrian_zones
48.844928971494575,2.349798177943339,Pedestrian Zone,5,17.629673951356285,0.0,0.0,0,0,pedestrian_zones
48.88663197428608,2.335568255955992,Pedestrian Zone,18,17.5,0.0,0.0,0,0,pedestrian_zones
48.89119052698877,2.3613279109125638,Pedestrian Zone,18,17.5,0.0,0.0,0,0,pedestrian_zones
48.85108092799679,2.259400235639949,Pedestrian Zone,16,9.45,0.0,0.0,0,Avenue du Maréchal Lyautey,pedestrian_zones
48.82478842567398,2.369850038385806,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,0,pedestrian_zones
48.85186597424315,2.328007010905876,Pedestrian Zone,7,8.683479206840584,0.0,0.0,0,0,pedestrian_zones
48.89505489264589,2.348377385615642,Pedestrian Zone,18,17.5,0.0,0.0,0,0,pedestrian_zones
48.83227483813982,2.373331544024348,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,Halle Freyssinet,pedestrian_zones
48.87978314101147,2.34104143851791,Pedestrian Zone,9,26.321794611334404,0.0,0.0,0,Rue Louise-Emilie de la Tour d'Auvergne,pedestrian_zones
48.82013145711639,2.3661746816580145,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,,pedestrian_zones
48.85136782832079,2.345693965380802,Pedestrian Zone,5,17.629673951356285,0.0,0.0,0,,pedestrian_zones
48.88910493966549,2.3517485120987027,Pedestrian Zone,18,17.5,0.0,0.0,0,Rue d'Oran,pedestrian_zones
48.895374718104776,2.339793299581472,Pedestrian Zone,18,17.5,0.0,0.0,0,Impasse de la Grosse Bouteille,pedestrian_zones
48.88205690430695,2.324568282316932,Pedestrian Zone,8,2.8,0.0,0.0,0,Rue de Florence,pedestrian_zones
48.82739796464028,2.352195228164204,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,Place Paul Verlaine,pedestrian_zones
48.85848040211432,2.3534422208715213,Pedestrian Zone,4,46.63299906119314,0.0,0.0,0,,pedestrian_zones
48.83169416656044,2.326773098231389,Pedestrian Zone,14,8.75,0.0,0.0,0,Rue Saillard,pedestrian_zones
48.84547349033735,2.380248344832081,Pedestrian Zone,12,19.29633220790896,0.0,0.0,0,0,pedestrian_zones
48.84981263395888,2.380876639907737,Pedestrian Zone,12,19.29633220790896,0.0,0.0,0,0,pedestrian_zones
48.83745162164146,2.374226327231252,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,0,pedestrian_zones
48.86814109065336,2.3885253175784897,Pedestrian Zone,20,23.099999999999998,0.0,0.0,0,Rue des Amandiers,pedestrian_zones
48.84039514553056,2.3277615221860204,Pedestrian Zone,14,8.75,0.0,0.0,0,Rue Huygens,pedestrian_zones
48.836936885555225,2.316736743392797,Pedestrian Zone,14,8.75,0.0,0.0,0,0,pedestrian_zones
48.876355129241645,2.374415227009832,Pedestrian Zone,19,21.119978525920875,0.0,0.0,0,0,pedestrian_zones
48.82544873765207,2.3276933453049704,Pedestrian Zone,14,8.75,0.0,0.0,0,Rue Prisse d’Avennes,pedestrian_zones
48.876939635831896,2.3640955809567714,Pedestrian Zone,10,26.80534865500053,0.0,0.0,0,0,pedestrian_zones
48.87781604724564,2.366668718828255,Pedestrian Zone,10,26.80534865500053,0.0,0.0,0,0,pedestrian_zones
48.86715873200232,2.2701702824117174,Pedestrian Zone,16,9.45,0.0,0.0,0,0,pedestrian_zones
48.85272037942158,2.3400537252039766,Pedestrian Zone,6,3.15,0.0,0.0,0,0,pedestrian_zones
48.87255911895028,2.3633582077028583,Pedestrian Zone,10,26.80534865500053,0.0,0.0,0,0,pedestrian_zones
48.87398514747876,2.3764838312606305,Pedestrian Zone,19,21.119978525920875,0.0,0.0,0,0,pedestrian_zones
48.87182167569395,2.291031176274916,Pedestrian Zone,16,9.45,0.0,0.0,0,0,pedestrian_zones
48.86325175064589,2.3430669246419145,Pedestrian Zone,1,35.37696083724355,0.0,0.0,0,,pedestrian_zones
48.82937667940619,2.3683550096480523,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,,pedestrian_zones
48.88298203639607,2.289892402230602,Pedestrian Zone,17,9.1,0.0,0.0,0,Rue Roger Bacon,pedestrian_zones
48.8917874891764,2.372533739343221,Pedestrian Zone,19,21.119978525920875,0.0,0.0,0,0,pedestrian_zones
48.85308192902982,2.3485828597951026,Pedestrian Zone,4,46.63299906119314,0.0,0.0,0,0,pedestrian_zones
48.88912036624416,2.355871929640132,Pedestrian Zone,18,17.5,0.0,0.0,0,Rue Emile Duployé,pedestrian_zones
48.85485349827243,2.408971993209384,Pedestrian Zone,20,23.099999999999998,0.0,0.0,0,0,pedestrian_zones
48.826043747892605,2.420045384457315,Pedestrian Zone,12,19.29633220790896,0.0,0.0,0,Route du Parc,pedestrian_zones
48.879689314033776,2.3544025619979525,Pedestrian Zone,10,26.80534865500053,0.0,0.0,0,0,pedestrian_zones
48.83757607426836,2.357608335988568,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,Rue Duméril,pedestrian_zones
48.87267576238599,2.308068506295592,Pedestrian Zone,8,2.8,0.0,0.0,0,Rue Paul Baudry,pedestrian_zones
48.83221720155606,2.3736245177505104,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,Promenade Claude Levi-Strauss,pedestrian_zones
48.88593486081316,2.30365609597421,Pedestrian Zone,17,9.1,0.0,0.0,0,,pedestrian_zones
48.84791629865811,2.3423559228884474,Pedestrian Zone,5,17.629673951356285,0.0,0.0,0,Rue Cujas,pedestrian_zones
48.8449208862692,2.349249359846975,Pedestrian Zone,5,17.629673951356285,0.0,0.0,0,Rue Mouffetard,pedestrian_zones
48.87647049420204,2.3425214252523103,Pedestrian Zone,9,26.321794611334404,0.0,0.0,0,Rue Buffault,pedestrian_zones
48.84103632140553,2.348637464759596,Pedestrian Zone,5,17.629673951356285,0.0,0.0,0,Passage des Postes,pedestrian_zones
48.83249678817355,2.3233422777022983,Pedestrian Zone,14,8.75,0.0,0.0,0,,pedestrian_zones
48.85963354910911,2.352104424540882,Pedestrian Zone,4,46.63299906119314,0.0,0.0,0,Beaubourg,pedestrian_zones
48.83656199011558,2.3739741112557877,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,Rue Georges Balanchine,pedestrian_zones
48.86404701350056,2.388139046134452,Pedestrian Zone,20,23.099999999999998,0.0,0.0,0,0,pedestrian_zones
48.85610108026546,2.273216146157801,Pedestrian Zone,16,9.45,0.0,0.0,0,,pedestrian_zones
48.852494727649,2.406276756078808,Pedestrian Zone,20,23.099999999999998,0.0,0.0,0,0,pedestrian_zones
48.86623575632772,2.372048333842667,Pedestrian Zone,11,10.85,0.0,0.0,0,0,pedestrian_zones
48.8329684673942,2.2943410406002056,Pedestrian Zone,15,12.168683158822544,0.0,0.0,0,Rue de la Saïda,pedestrian_zones
48.89012958059058,2.325231341032912,Pedestrian Zone,17,9.1,0.0,0.0,0,0,pedestrian_zones
48.87197484526841,2.3807933431747497,Pedestrian Zone,20,23.099999999999998,0.0,0.0,0,Rue de Tourtille,pedestrian_zones
48.87620490598273,2.3894945767879388,Pedestrian Zone,19,21.119978525920875,0.0,0.0,0,0,pedestrian_zones
48.826303293239896,2.305594182942914,Pedestrian Zone,14,8.75,0.0,0.0,0,0,pedestrian_zones
48.83498784937567,2.384670245559015,Pedestrian Zone,12,19.29633220790896,0.0,0.0,0,Zac Bercy,pedestrian_zones
48.88747885855191,2.3884797579115067,Pedestrian Zone,19,21.119978525920875,0.0,0.0,0,0,pedestrian_zones
48.82097295950369,2.3686207500520826,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,,pedestrian_zones
48.87898663183045,2.3960804789847296,Pedestrian Zone,19,21.119978525920875,0.0,0.0,0,0,pedestrian_zones
48.85743523575135,2.4107277049243105,Pedestrian Zone,20,23.099999999999998,0.0,0.0,0,Rue Blanchard,pedestrian_zones
48.878445193889966,2.295811786375445,Pedestrian Zone,17,9.1,0.0,0.0,0,"Rue Bayen, rue Poncelet",pedestrian_zones
48.836049911861714,2.3008528198037554,Pedestrian Zone,15,12.168683158822544,0.0,0.0,0,0,pedestrian_zones
48.85178698314532,2.345014460600527,Pedestrian Zone,5,17.629673951356285,0.0,0.0,0,0,pedestrian_zones
48.8684589690787,2.394507651312162,Pedestrian Zone,20,23.099999999999998,0.0,0.0,0,0,pedestrian_zones
48.84937451635633,2.380321795092512,Pedestrian Zone,12,19.29633220790896,0.0,0.0,0,Passage Driancourt,pedestrian_zones
48.87871778481662,2.3516003017161244,Pedestrian Zone,10,26.80534865500053,0.0,0.0,0,0,pedestrian_zones
48.87751087670844,2.340644055747788,Pedestrian Zone,9,26.321794611334404,0.0,0.0,0,Rue Milton,pedestrian_zones
48.89028455929815,2.3546034815341157,Pedestrian Zone,18,17.5,0.0,0.0,0,Rue Marcadet,pedestrian_zones
48.85243692821575,2.346101786867466,Pedestrian Zone,5,17.629673951356285,0.0,0.0,0,0,pedestrian_zones
48.87670644906949,2.3956420867787087,Pedestrian Zone,19,21.119978525920875,0.0,0.0,0,0,pedestrian_zones
48.85845517091363,2.2676133876097664,Pedestrian Zone,16,9.45,0.0,0.0,0,0,pedestrian_zones
48.86000463432764,2.4061319504883176,Pedestrian Zone,20,23.099999999999998,0.0,0.0,0,Rue Riblette,pedestrian_zones
48.826542393969646,2.3787244018605493,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,Rue Louise Bourgeois,pedestrian_zones
48.84937525110456,2.352648004857713,Pedestrian Zone,5,17.629673951356285,0.0,0.0,0,Rue de Poissy,pedestrian_zones
48.86420816119449,2.400579346287839,Pedestrian Zone,20,23.099999999999998,0.0,0.0,0,Place Emile Landrin,pedestrian_zones
48.88665525202278,2.3527882103265823,Pedestrian Zone,18,17.5,0.0,0.0,0,Rue Cavé,pedestrian_zones
48.85966436892905,2.345010018173232,Pedestrian Zone,1,35.37696083724355,0.0,0.0,0,Rue des Bourdonnais,pedestrian_zones
48.84249624009544,2.3443779684583923,Pedestrian Zone,5,17.629673951356285,0.0,0.0,0,Rue Erasme,pedestrian_zones
48.83969533852379,2.368976008113389,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,Rue Dorothéa Lange,pedestrian_zones
48.88364298964596,2.339790043598281,Pedestrian Zone,18,17.5,0.0,0.0,0,,pedestrian_zones
48.84869618883334,2.3944777300313413,Pedestrian Zone,11,10.85,0.0,0.0,0,Place de la Nation,pedestrian_zones
48.84735733217549,2.3715642322670023,Pedestrian Zone,12,19.29633220790896,0.0,0.0,0,0,pedestrian_zones
48.86465244231788,2.363397827238631,Pedestrian Zone,3,4.55,0.0,0.0,0,0,pedestrian_zones
48.8730353537764,2.376810672551004,Pedestrian Zone,19,21.119978525920875,0.0,0.0,0,0,pedestrian_zones
48.84262835598272,2.4148278612848197,Pedestrian Zone,12,19.29633220790896,0.0,0.0,0,0,pedestrian_zones
48.868595426586616,2.343220399114707,Pedestrian Zone,2,42.31767764298094,0.0,0.0,0,0,pedestrian_zones
48.83669778418194,2.3561174000225824,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,,pedestrian_zones
48.84567895462439,2.3883837813165365,Pedestrian Zone,12,19.29633220790896,0.0,0.0,0,0,pedestrian_zones
48.86645035730905,2.340223482506812,Pedestrian Zone,2,42.31767764298094,0.0,0.0,0,0,pedestrian_zones
48.86908293253553,2.404802052743185,Pedestrian Zone,20,23.099999999999998,0.0,0.0,0,,pedestrian_zones
48.8596789581356,2.343080022437805,Pedestrian Zone,1,35.37696083724355,0.0,0.0,0,0,pedestrian_zones
48.83554627616261,2.386334899366497,Pedestrian Zone,12,19.29633220790896,0.0,0.0,0,Zac Bercy,pedestrian_zones
48.873249983053135,2.3898684188346406,Pedestrian Zone,20,23.099999999999998,0.0,0.0,0,0,pedestrian_zones
48.88924968392238,2.3753979947621837,Pedestrian Zone,19,21.119978525920875,0.0,0.0,0,0,pedestrian_zones
48.8862464964303,2.3557449674826967,Pedestrian Zone,18,17.5,0.0,0.0,0,Rue Saint-Mathieu,pedestrian_zones
48.865536504350366,2.3935685279706878,Pedestrian Zone,20,23.099999999999998,0.0,0.0,0,0,pedestrian_zones
48.85466977642484,2.4008722693480604,Pedestrian Zone,20,23.099999999999998,0.0,0.0,0,0,pedestrian_zones
48.86785421090556,2.392575627075692,Pedestrian Zone,20,23.099999999999998,0.0,0.0,0,0,pedestrian_zones
48.85564966766138,2.274958121695994,Pedestrian Zone,16,9.45,0.0,0.0,0,,pedestrian_zones
48.83461408094757,2.3966303989381994,Pedestrian Zone,12,19.29633220790896,0.0,0.0,0,,pedestrian_zones
48.85885955163046,2.358140333606243,Pedestrian Zone,4,46.63299906119314,0.0,0.0,0,0,pedestrian_zones
48.86480298102804,2.3666261428354605,Pedestrian Zone,11,10.85,0.0,0.0,0,Rue Amelot entre rue de Crussol et rue Jean-Pierre Timbaud,pedestrian_zones
48.86154262913724,2.378374928067911,Pedestrian Zone,11,10.85,0.0,0.0,0,Rue du Général Renault,pedestrian_zones
48.82852106021311,2.361138854873127,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,Rue Charles Moureu,pedestrian_zones
48.85173020020864,2.3447261370500154,Pedestrian Zone,5,17.629673951356285,0.0,0.0,0,Rue Boutebrie,pedestrian_zones
48.83235462843851,2.3714536031760263,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,Passage Chanvin,pedestrian_zones
48.85671160078308,2.293823366117251,Pedestrian Zone,7,8.683479206840584,0.0,0.0,0,0,pedestrian_zones
48.87064365669124,2.37762017546425,Pedestrian Zone,11,10.85,0.0,0.0,0,Rue de la Présentation,pedestrian_zones
48.87779706297631,2.3985260349182207,Pedestrian Zone,19,21.119978525920875,0.0,0.0,0,"Rue Emile Desvaux, rue Paul de Kock",pedestrian_zones
48.831957692902456,2.372523796261184,Pedestrian Zone,13,21.238392337992952,0.0,0.0,0,Halle Freyssinet,pedestrian_zones
48.87934217367187,2.352548784035208,Pedestrian Zone,10,26.80534865500053,0.0,0.0,0,Rue de Belzunce,pedestrian_zones
48.855518515150855,2.3573663335934016,Pedestrian Zone,4,46.63299906119314,0.0,0.0,0,Rue Geoffroy l'Asnier,pedestrian_zones
48.87948222781722,2.3456212802100707,Pedestrian Zone,9,26.321794611334404,0.0,0.0,0,Rue Turgot,pedestrian_zones
48.83482813058449,2.315521596593804,Pedestrian Zone,14,8.75,0.0,0.0,0,0,pedestrian_zones
48.88976432457303,2.3085554505979093,Pedestrian Zone,17,9.1,0.0,0.0,0,Rue Christine de Pisan,pedestrian_zones
48.84073768116594,2.348812721505345,Pedestrian Zone,5,17.629673951356285,0.0,0.0,0,Square Vermenouze,pedestrian_zones
48.87550403878669,2.3625642885313214,Pedestrian Zone,10,26.80534865500053,0.0,0.0,0,0,pedestrian_zones
48.84103353014547,2.388711055921602,Pedestrian Zone,12,19.29633220790896,0.0,0.0,0,0,pedestrian_zones
