latitude,longitude,count,arrondissement,mode,heat_intensity
48.877338,2.365016,10,10.0,Trottinettes + vélos,0.008865248226950355
48.875967,2.364635,1,10.0,Trottinettes + vélos,0.0008865248226950354
48.875967,2.364635,3,10.0,Trottinettes + vélos,0.0026595744680851063
48.875967,2.364635,1,10.0,Autobus et autocars,0.0008865248226950354
48.875967,2.364635,9,10.0,"Véhicules lourds > 3,5t",0.007978723404255319
48.875967,2.364635,9,10.0,2 roues motorisées,0.007978723404255319
48.875967,2.364635,27,10.0,2 roues motorisées,0.023936170212765957
48.875967,2.364635,1,10.0,"Véhicules lourds > 3,5t",0.0008865248226950354
48.875967,2.364635,1,10.0,Trottinettes + vélos,0.0008865248226950354
48.859617,2.344817,2,1.0,2 roues motorisées,0.0017730496453900709
48.859617,2.344817,18,1.0,Autobus et autocars,0.015957446808510637
48.859617,2.344817,35,1.0,Autobus et autocars,0.03102836879432624
48.859617,2.344817,17,1.0,"Véhicules lourds > 3,5t",0.015070921985815602
48.859617,2.344817,189,1.0,Trottinettes + vélos,0.1675531914893617
48.859617,2.344817,256,1.0,"Véhicules légers < 3,5t",0.22695035460992907
48.859617,2.344817,50,1.0,Trottinettes + vélos,0.044326241134751775
48.859617,2.344817,1,1.0,Trottinettes + vélos,0.0008865248226950354
48.856949,2.353837,2,75004.0,Trottinettes + vélos,0.0017730496453900709
48.856949,2.353837,4,75004.0,"Véhicules lourds > 3,5t",0.0035460992907801418
48.856949,2.353837,10,75004.0,"Véhicules légers < 3,5t",0.008865248226950355
48.856949,2.353837,164,75004.0,Trottinettes + vélos,0.1453900709219858
48.856949,2.353837,18,75004.0,"Véhicules lourds > 3,5t",0.015957446808510637
48.856949,2.353837,133,75004.0,"Véhicules légers < 3,5t",0.11790780141843972
48.856949,2.353837,2,75004.0,2 roues motorisées,0.0017730496453900709
48.856949,2.353837,142,75004.0,Trottinettes + vélos,0.12588652482269502
48.856949,2.353837,3,75004.0,Trottinettes + vélos,0.0026595744680851063
48.856949,2.353837,1,75004.0,Autobus et autocars,0.0008865248226950354
48.856949,2.353837,1,75004.0,"Véhicules légers < 3,5t",0.0008865248226950354
48.856949,2.353837,2,75004.0,Trottinettes + vélos,0.0017730496453900709
48.856949,2.353837,30,75004.0,"Véhicules légers < 3,5t",0.026595744680851064
48.856949,2.353837,21,75004.0,"Véhicules lourds > 3,5t",0.018617021276595744
48.856949,2.353837,3,75004.0,2 roues motorisées,0.0026595744680851063
48.8714843,2.3418311,3,2.0,2 roues motorisées,0.0026595744680851063
48.8714843,2.3418311,10,2.0,Trottinettes + vélos,0.008865248226950355
48.8714843,2.3418311,5,2.0,2 roues motorisées,0.004432624113475178
48.8714843,2.341831,1,2.0,"Véhicules légers < 3,5t",0.0008865248226950354
48.8714843,2.341831,3,2.0,Autobus et autocars,0.0026595744680851063
48.8714843,2.341831,2,2.0,2 roues motorisées,0.0017730496453900709
48.8714843,2.341831,4,2.0,Autobus et autocars,0.0035460992907801418
48.8714843,2.341831,188,2.0,2 roues motorisées,0.16666666666666666
48.8714843,2.341831,133,2.0,2 roues motorisées,0.11790780141843972
48.8714843,2.341831,155,2.0,2 roues motorisées,0.1374113475177305
48.8714843,2.341831,9,2.0,"Véhicules lourds > 3,5t",0.007978723404255319
48.8714843,2.341831,697,2.0,"Véhicules légers < 3,5t",0.6179078014184397
48.8714843,2.341831,277,2.0,"Véhicules légers < 3,5t",0.24556737588652483
48.858273,2.349109,1,4.0,Vélos,0.0008865248226950354
48.858273,2.349109,15,4.0,"Véhicules légers < 3,5t",0.013297872340425532
48.858273,2.349109,9,4.0,Autobus et autocars,0.007978723404255319
48.858273,2.349109,26,4.0,"Véhicules lourds > 3,5t",0.02304964539007092
48.858273,2.349109,149,4.0,"Véhicules légers < 3,5t",0.1320921985815603
48.858273,2.349109,224,4.0,Vélos,0.19858156028368795
48.858273,2.349109,17,4.0,"Véhicules lourds > 3,5t",0.015070921985815602
48.858273,2.349109,2,4.0,Autobus et autocars,0.0017730496453900709
48.858273,2.349109,1,4.0,2 roues motorisées,0.0008865248226950354
48.858273,2.349109,5,4.0,Trottinettes,0.004432624113475178
48.858273,2.349109,6,4.0,Vélos,0.005319148936170213
48.883513,2.327263,56,9.0,Trottinettes + vélos,0.04964539007092199
48.883513,2.327263,1,9.0,2 roues motorisées,0.0008865248226950354
48.883513,2.327263,48,9.0,2 roues motorisées,0.0425531914893617
48.883513,2.327263,100,9.0,"Véhicules légers < 3,5t",0.08865248226950355
48.877338,2.365016,12,10.0,"Véhicules légers < 3,5t",0.010638297872340425
48.877338,2.365016,40,10.0,Trottinettes + vélos,0.03546099290780142
48.877338,2.365016,1,10.0,"Véhicules légers < 3,5t",0.0008865248226950354
48.877338,2.365016,5,10.0,2 roues motorisées,0.004432624113475178
48.877338,2.365016,36,10.0,Trottinettes + vélos,0.031914893617021274
48.877338,2.365016,1,10.0,"Véhicules lourds > 3,5t",0.0008865248226950354
48.877338,2.365016,7,10.0,Trottinettes + vélos,0.0062056737588652485
48.875967,2.364635,4,10.0,Trottinettes + vélos,0.0035460992907801418
48.875967,2.364635,1,10.0,"Véhicules légers < 3,5t",0.0008865248226950354
48.875967,2.364635,2,10.0,"Véhicules lourds > 3,5t",0.0017730496453900709
48.875967,2.364635,19,10.0,"Véhicules légers < 3,5t",0.016843971631205674
48.859617,2.344817,51,1.0,"Véhicules légers < 3,5t",0.04521276595744681
48.859617,2.344817,1,1.0,Trottinettes + vélos,0.0008865248226950354
48.859617,2.344817,13,1.0,Autobus et autocars,0.01152482269503546
48.859617,2.344817,3,1.0,"Véhicules légers < 3,5t",0.0026595744680851063
48.859617,2.344817,452,1.0,Trottinettes + vélos,0.40070921985815605
48.859617,2.344817,95,1.0,Trottinettes + vélos,0.08421985815602837
48.859617,2.344817,262,1.0,"Véhicules légers < 3,5t",0.2322695035460993
48.859617,2.344817,1,1.0,Trottinettes + vélos,0.0008865248226950354
48.859617,2.344817,85,1.0,Trottinettes + vélos,0.07535460992907801
48.859617,2.344817,211,1.0,Trottinettes + vélos,0.1870567375886525
48.859617,2.344817,3,1.0,2 roues motorisées,0.0026595744680851063
48.859617,2.344817,10,1.0,Trottinettes + vélos,0.008865248226950355
48.859617,2.344817,182,1.0,Trottinettes + vélos,0.16134751773049646
48.859617,2.344817,226,1.0,Trottinettes + vélos,0.20035460992907803
48.859617,2.344817,46,1.0,Trottinettes + vélos,0.040780141843971635
48.859617,2.344817,257,1.0,"Véhicules légers < 3,5t",0.22783687943262412
48.859617,2.344817,10,1.0,Trottinettes + vélos,0.008865248226950355
48.859617,2.344817,7,1.0,"Véhicules légers < 3,5t",0.0062056737588652485
48.859617,2.344817,5,1.0,Trottinettes + vélos,0.004432624113475178
48.859617,2.344817,2,1.0,"Véhicules légers < 3,5t",0.0017730496453900709
48.859617,2.344817,10,1.0,2 roues motorisées,0.008865248226950355
48.856949,2.353837,2,75004.0,Trottinettes + vélos,0.0017730496453900709
48.856949,2.353837,2,75004.0,Trottinettes + vélos,0.0017730496453900709
48.856949,2.353837,30,75004.0,Trottinettes + vélos,0.026595744680851064
48.856949,2.353837,4,75004.0,2 roues motorisées,0.0035460992907801418
48.856949,2.353837,16,75004.0,"Véhicules lourds > 3,5t",0.014184397163120567
48.856949,2.353837,174,75004.0,Trottinettes + vélos,0.15425531914893617
48.856949,2.353837,32,75004.0,2 roues motorisées,0.028368794326241134
48.856949,2.353837,34,75004.0,Autobus et autocars,0.030141843971631204
48.856949,2.353837,21,75004.0,2 roues motorisées,0.018617021276595744
48.856949,2.353837,30,75004.0,Autobus et autocars,0.026595744680851064
48.856949,2.353837,75,75004.0,"Véhicules légers < 3,5t",0.06648936170212766
48.856949,2.353837,113,75004.0,"Véhicules légers < 3,5t",0.10017730496453901
48.856949,2.353837,1,75004.0,2 roues motorisées,0.0008865248226950354
48.856949,2.353837,7,75004.0,2 roues motorisées,0.0062056737588652485
48.856949,2.353837,45,75004.0,"Véhicules légers < 3,5t",0.0398936170212766
48.856949,2.353837,34,75004.0,Autobus et autocars,0.030141843971631204
48.856949,2.353837,1,75004.0,"Véhicules légers < 3,5t",0.0008865248226950354
48.856949,2.353837,55,75004.0,Trottinettes + vélos,0.04875886524822695
48.856949,2.353837,1,75004.0,Autobus et autocars,0.0008865248226950354
48.856949,2.353837,1,75004.0,"Véhicules légers < 3,5t",0.0008865248226950354
48.856949,2.353837,25,75004.0,"Véhicules légers < 3,5t",0.022163120567375887
48.856949,2.353837,5,75004.0,2 roues motorisées,0.004432624113475178
48.8714843,2.3418311,2,2.0,2 roues motorisées,0.0017730496453900709
48.8714843,2.3418311,8,2.0,Trottinettes + vélos,0.0070921985815602835
48.8714843,2.3418311,9,2.0,2 roues motorisées,0.007978723404255319
48.8714843,2.3418311,50,2.0,2 roues motorisées,0.044326241134751775
48.8714843,2.3418311,5,2.0,Trottinettes + vélos,0.004432624113475178
48.8714843,2.341831,2,2.0,2 roues motorisées,0.0017730496453900709
48.8714843,2.341831,13,2.0,2 roues motorisées,0.01152482269503546
48.8714843,2.341831,165,2.0,2 roues motorisées,0.14627659574468085
48.8714843,2.341831,13,2.0,Autobus et autocars,0.01152482269503546
48.8714843,2.341831,689,2.0,"Véhicules légers < 3,5t",0.6108156028368794
48.8714843,2.341831,9,2.0,2 roues motorisées,0.007978723404255319
48.8714843,2.341831,14,2.0,Trottinettes + vélos,0.012411347517730497
48.858273,2.349109,82,4.0,"Véhicules légers < 3,5t",0.0726950354609929
48.858273,2.349109,1,4.0,2 roues motorisées,0.0008865248226950354
48.858273,2.349109,24,4.0,"Véhicules légers < 3,5t",0.02127659574468085
48.858273,2.349109,4,4.0,Vélos,0.0035460992907801418
48.858273,2.349109,1,4.0,Trottinettes,0.0008865248226950354
48.858273,2.349109,1,4.0,Trottinettes,0.0008865248226950354
48.858273,2.349109,1,4.0,Trottinettes,0.0008865248226950354
48.858273,2.349109,25,4.0,Vélos,0.022163120567375887
48.858273,2.349109,72,4.0,"Véhicules légers < 3,5t",0.06382978723404255
48.858273,2.349109,2,4.0,Vélos,0.0017730496453900709
48.858273,2.349109,29,4.0,Vélos,0.025709219858156027
48.858273,2.349109,16,4.0,2 roues motorisées,0.014184397163120567
48.858273,2.349109,1,4.0,Autobus et autocars,0.0008865248226950354
48.858273,2.349109,19,4.0,Trottinettes,0.016843971631205674
48.858273,2.349109,1,4.0,Trottinettes,0.0008865248226950354
48.858273,2.349109,12,4.0,Trottinettes,0.010638297872340425
48.858273,2.349109,9,4.0,Trottinettes,0.007978723404255319
48.858273,2.349109,57,4.0,Vélos,0.05053191489361702
48.858273,2.349109,2,4.0,Trottinettes,0.0017730496453900709
48.858273,2.349109,2,4.0,Vélos,0.0017730496453900709
48.883513,2.327263,4,9.0,Trottinettes + vélos,0.0035460992907801418
48.883513,2.327263,5,9.0,Trottinettes + vélos,0.004432624113475178
48.883513,2.327263,1,9.0,2 roues motorisées,0.0008865248226950354
48.883513,2.327263,2,9.0,2 roues motorisées,0.0017730496453900709
48.883513,2.327263,6,9.0,Trottinettes + vélos,0.005319148936170213
48.877338,2.365016,3,10.0,Trottinettes + vélos,0.0026595744680851063
48.877338,2.365016,4,10.0,Trottinettes + vélos,0.0035460992907801418
48.877338,2.365016,1,10.0,2 roues motorisées,0.0008865248226950354
48.877338,2.365016,343,10.0,Trottinettes + vélos,0.30407801418439717
48.877338,2.365016,25,10.0,Trottinettes + vélos,0.022163120567375887
48.875967,2.364635,247,10.0,Trottinettes + vélos,0.21897163120567376
48.875967,2.364635,20,10.0,2 roues motorisées,0.01773049645390071
48.859617,2.344817,1,1.0,"Véhicules lourds > 3,5t",0.0008865248226950354
48.859617,2.344817,9,1.0,Autobus et autocars,0.007978723404255319
48.859617,2.344817,1,1.0,"Véhicules lourds > 3,5t",0.0008865248226950354
48.859617,2.344817,1,1.0,2 roues motorisées,0.0008865248226950354
48.859617,2.344817,1,1.0,"Véhicules lourds > 3,5t",0.0008865248226950354
48.859617,2.344817,18,1.0,2 roues motorisées,0.015957446808510637
48.859617,2.344817,1,1.0,"Véhicules légers < 3,5t",0.0008865248226950354
48.859617,2.344817,2,1.0,Trottinettes + vélos,0.0017730496453900709
48.859617,2.344817,36,1.0,Trottinettes + vélos,0.031914893617021274
48.859617,2.344817,1,1.0,2 roues motorisées,0.0008865248226950354
48.859617,2.344817,22,1.0,Autobus et autocars,0.01950354609929078
48.856949,2.353837,1,75004.0,"Véhicules légers < 3,5t",0.0008865248226950354
48.8714843,2.3418311,21,2.0,"Véhicules légers < 3,5t",0.018617021276595744
48.8714843,2.3418311,6,2.0,Trottinettes + vélos,0.005319148936170213
48.858273,2.349109,44,4.0,Vélos,0.03900709219858156
48.858273,2.349109,3,4.0,"Véhicules légers < 3,5t",0.0026595744680851063
48.858273,2.349109,1,4.0,Trottinettes,0.0008865248226950354
48.858273,2.349109,1,4.0,Trottinettes,0.0008865248226950354
48.858273,2.349109,4,4.0,Vélos,0.0035460992907801418
48.858273,2.349109,4,4.0,"Véhicules lourds > 3,5t",0.0035460992907801418
48.858273,2.349109,9,4.0,Vélos,0.007978723404255319
48.858273,2.349109,3,4.0,Autobus et autocars,0.0026595744680851063
48.858273,2.349109,1,4.0,"Véhicules légers < 3,5t",0.0008865248226950354
48.858273,2.349109,1,4.0,"Véhicules légers < 3,5t",0.0008865248226950354
48.858273,2.349109,1,4.0,Trottinettes,0.0008865248226950354
48.858273,2.349109,16,4.0,Autobus et autocars,0.014184397163120567
48.858273,2.349109,1,4.0,Trottinettes,0.0008865248226950354
48.858273,2.349109,389,4.0,Vélos,0.3448581560283688
48.858273,2.349109,1,4.0,Autobus et autocars,0.0008865248226950354
48.858273,2.349109,174,4.0,Vélos,0.15425531914893617
48.858273,2.349109,72,4.0,Trottinettes,0.06382978723404255
48.858273,2.349109,33,4.0,2 roues motorisées,0.02925531914893617
48.858273,2.349109,275,4.0,"Véhicules légers < 3,5t",0.24379432624113476
48.858273,2.349109,2,4.0,2 roues motorisées,0.0017730496453900709
48.858273,2.349109,1,4.0,Autobus et autocars,0.0008865248226950354
48.858273,2.349109,4,4.0,"Véhicules légers < 3,5t",0.0035460992907801418
48.858273,2.349109,1,4.0,Trottinettes,0.0008865248226950354
48.858273,2.349109,19,4.0,Trottinettes,0.016843971631205674
48.858273,2.349109,8,4.0,"Véhicules lourds > 3,5t",0.0070921985815602835
48.858273,2.349109,242,4.0,"Véhicules légers < 3,5t",0.21453900709219859
48.883513,2.327263,7,9.0,Trottinettes + vélos,0.0062056737588652485
48.883513,2.327263,2,9.0,"Véhicules lourds > 3,5t",0.0017730496453900709
48.883513,2.327263,38,9.0,Trottinettes + vélos,0.03368794326241135
48.883513,2.327263,29,9.0,Trottinettes + vélos,0.025709219858156027
48.883513,2.327263,69,9.0,2 roues motorisées,0.061170212765957445
48.883513,2.327263,100,9.0,Trottinettes + vélos,0.08865248226950355
48.883513,2.327263,81,9.0,Trottinettes + vélos,0.07180851063829788
48.883513,2.327263,38,9.0,2 roues motorisées,0.03368794326241135
48.883513,2.327263,31,9.0,2 roues motorisées,0.0274822695035461
48.883513,2.327263,156,9.0,Trottinettes + vélos,0.13829787234042554
48.883513,2.327263,48,9.0,2 roues motorisées,0.0425531914893617
48.883513,2.327263,143,9.0,"Véhicules légers < 3,5t",0.12677304964539007
48.883513,2.327263,33,9.0,2 roues motorisées,0.02925531914893617
48.877338,2.365016,27,10.0,Trottinettes + vélos,0.023936170212765957
48.877338,2.365016,3,10.0,Trottinettes + vélos,0.0026595744680851063
48.877338,2.365016,5,10.0,"Véhicules légers < 3,5t",0.004432624113475178
48.877338,2.365016,2,10.0,"Véhicules légers < 3,5t",0.0017730496453900709
48.877338,2.365016,3,10.0,"Véhicules légers < 3,5t",0.0026595744680851063
48.877338,2.365016,1,10.0,2 roues motorisées,0.0008865248226950354
48.877338,2.365016,59,10.0,Trottinettes + vélos,0.05230496453900709
48.877338,2.365016,9,10.0,"Véhicules légers < 3,5t",0.007978723404255319
48.877338,2.365016,4,10.0,"Véhicules lourds > 3,5t",0.0035460992907801418
48.877338,2.365016,2,10.0,2 roues motorisées,0.0017730496453900709
48.877338,2.365016,1,10.0,"Véhicules légers < 3,5t",0.0008865248226950354
48.877338,2.365016,45,10.0,Trottinettes + vélos,0.0398936170212766
48.875967,2.364635,11,10.0,2 roues motorisées,0.00975177304964539
48.875967,2.364635,1,10.0,Autobus et autocars,0.0008865248226950354
48.875967,2.364635,67,10.0,Trottinettes + vélos,0.05939716312056738
48.875967,2.364635,40,10.0,"Véhicules légers < 3,5t",0.03546099290780142
48.875967,2.364635,4,10.0,2 roues motorisées,0.0035460992907801418
48.875967,2.364635,1,10.0,"Véhicules lourds > 3,5t",0.0008865248226950354
48.875967,2.364635,5,10.0,Trottinettes + vélos,0.004432624113475178
48.858273,2.349109,1,4.0,"Véhicules lourds > 3,5t",0.0008865248226950354
48.858273,2.349109,5,4.0,Vélos,0.004432624113475178
48.858273,2.349109,64,4.0,"Véhicules légers < 3,5t",0.05673758865248227
48.858273,2.349109,1,4.0,Trottinettes,0.0008865248226950354
48.858273,2.349109,8,4.0,"Véhicules lourds > 3,5t",0.0070921985815602835
48.858273,2.349109,28,4.0,Trottinettes,0.024822695035460994
48.858273,2.349109,1,4.0,"Véhicules lourds > 3,5t",0.0008865248226950354
48.858273,2.349109,13,4.0,Vélos,0.01152482269503546
48.858273,2.349109,3,4.0,Vélos,0.0026595744680851063
48.858273,2.349109,1,4.0,2 roues motorisées,0.0008865248226950354
48.858628,2.348208,1,4.0,"Véhicules lourds > 3,5t",0.0008865248226950354
48.858628,2.348208,13,4.0,Trottinettes,0.01152482269503546
48.858628,2.348208,12,4.0,Vélos,0.010638297872340425
48.858628,2.348208,237,4.0,"Véhicules légers < 3,5t",0.21010638297872342
48.858628,2.348208,80,4.0,2 roues motorisées,0.07092198581560284
48.858628,2.348208,81,4.0,2 roues motorisées,0.07180851063829788
48.858628,2.348208,1,4.0,Trottinettes,0.0008865248226950354
48.858628,2.348208,1,4.0,Trottinettes,0.0008865248226950354
48.858628,2.348208,4,4.0,"Véhicules lourds > 3,5t",0.0035460992907801418
48.858628,2.348208,1,4.0,2 roues motorisées,0.0008865248226950354
48.858628,2.348208,1,4.0,"Véhicules lourds > 3,5t",0.0008865248226950354
48.858628,2.348208,1,4.0,Trottinettes,0.0008865248226950354
48.858628,2.348208,1,4.0,Trottinettes,0.0008865248226950354
48.858628,2.348208,6,4.0,Vélos,0.005319148936170213
48.858273,2.349109,278,4.0,"Véhicules légers < 3,5t",0.24645390070921985
48.858273,2.349109,12,4.0,Vélos,0.010638297872340425
48.858273,2.349109,1,4.0,Trottinettes,0.0008865248226950354
48.858273,2.349109,9,4.0,Vélos,0.007978723404255319
48.858273,2.349109,1,4.0,"Véhicules lourds > 3,5t",0.0008865248226950354
48.858273,2.349109,1,4.0,2 roues motorisées,0.0008865248226950354
48.858273,2.349109,1,4.0,"Véhicules lourds > 3,5t",0.0008865248226950354
48.858273,2.349109,2,4.0,Autobus et autocars,0.0017730496453900709
48.858273,2.349109,1,4.0,Trottinettes,0.0008865248226950354
48.858273,2.349109,3,4.0,Vélos,0.0026595744680851063
48.858273,2.349109,6,4.0,"Véhicules légers < 3,5t",0.005319148936170213
48.858273,2.349109,30,4.0,Trottinettes,0.026595744680851064
48.858273,2.349109,4,4.0,Trottinettes,0.0035460992907801418
48.858273,2.349109,35,4.0,Trottinettes,0.03102836879432624
48.858273,2.349109,66,4.0,Trottinettes,0.05851063829787234
48.858273,2.349109,1,4.0,Vélos,0.0008865248226950354
48.858273,2.349109,1,4.0,Trottinettes,0.0008865248226950354
48.858273,2.349109,1,4.0,"Véhicules lourds > 3,5t",0.0008865248226950354
48.858273,2.349109,69,4.0,Trottinettes + vélos,0.061170212765957445
48.858273,2.349109,9,4.0,2 roues motorisées,0.007978723404255319
48.858273,2.349109,3,4.0,Trottinettes,0.0026595744680851063
48.858273,2.349109,331,4.0,Vélos,0.29343971631205673
48.858273,2.349109,16,4.0,2 roues motorisées,0.014184397163120567
48.858273,2.349109,21,4.0,Trottinettes,0.018617021276595744
48.858273,2.349109,1,4.0,"Véhicules légers < 3,5t",0.0008865248226950354
48.858273,2.349109,6,4.0,2 roues motorisées,0.005319148936170213
48.858273,2.349109,12,4.0,Autobus et autocars,0.010638297872340425
48.858273,2.349109,185,4.0,Vélos,0.16400709219858156
48.858273,2.349109,40,4.0,Trottinettes,0.03546099290780142
48.883513,2.327263,85,9.0,"Véhicules légers < 3,5t",0.07535460992907801
48.883513,2.327263,24,9.0,Trottinettes + vélos,0.02127659574468085
48.883513,2.327263,128,9.0,"Véhicules légers < 3,5t",0.11347517730496454
48.883513,2.327263,77,9.0,2 roues motorisées,0.06826241134751773
48.883513,2.327263,156,9.0,"Véhicules légers < 3,5t",0.13829787234042554
48.877338,2.365016,1,10.0,2 roues motorisées,0.0008865248226950354
48.877338,2.365016,17,10.0,Trottinettes + vélos,0.015070921985815602
48.877338,2.365016,2,10.0,"Véhicules légers < 3,5t",0.0017730496453900709
48.877338,2.365016,139,10.0,Trottinettes + vélos,0.12322695035460993
48.877338,2.365016,7,10.0,"Véhicules légers < 3,5t",0.0062056737588652485
48.877338,2.365016,9,10.0,"Véhicules légers < 3,5t",0.007978723404255319
48.877338,2.365016,2,10.0,"Véhicules légers < 3,5t",0.0017730496453900709
48.877338,2.365016,2,10.0,"Véhicules lourds > 3,5t",0.0017730496453900709
48.877338,2.365016,159,10.0,Trottinettes + vélos,0.14095744680851063
48.877338,2.365016,3,10.0,2 roues motorisées,0.0026595744680851063
48.875967,2.364635,21,10.0,"Véhicules légers < 3,5t",0.018617021276595744
48.875967,2.364635,3,10.0,"Véhicules lourds > 3,5t",0.0026595744680851063
48.875967,2.364635,1,10.0,2 roues motorisées,0.0008865248226950354
48.875967,2.364635,39,10.0,2 roues motorisées,0.034574468085106384
48.859617,2.344817,2,1.0,Trottinettes + vélos,0.0017730496453900709
48.859617,2.344817,11,1.0,Trottinettes + vélos,0.00975177304964539
48.859617,2.344817,80,1.0,"Véhicules légers < 3,5t",0.07092198581560284
48.859617,2.344817,13,1.0,Trottinettes + vélos,0.01152482269503546
48.859617,2.344817,93,1.0,Trottinettes + vélos,0.08244680851063829
48.859617,2.344817,9,1.0,"Véhicules lourds > 3,5t",0.007978723404255319
48.859617,2.344817,230,1.0,"Véhicules légers < 3,5t",0.20390070921985815
48.859617,2.344817,8,1.0,"Véhicules lourds > 3,5t",0.0070921985815602835
48.859617,2.344817,104,1.0,Trottinettes + vélos,0.09219858156028368
48.859617,2.344817,5,1.0,"Véhicules légers < 3,5t",0.004432624113475178
48.859617,2.344817,15,1.0,"Véhicules légers < 3,5t",0.013297872340425532
48.859617,2.344817,25,1.0,2 roues motorisées,0.022163120567375887
48.856949,2.353837,8,75004.0,2 roues motorisées,0.0070921985815602835
48.856949,2.353837,102,75004.0,"Véhicules légers < 3,5t",0.09042553191489362
48.856949,2.353837,13,75004.0,Trottinettes + vélos,0.01152482269503546
48.856949,2.353837,1,75004.0,"Véhicules lourds > 3,5t",0.0008865248226950354
48.856949,2.353837,4,75004.0,"Véhicules lourds > 3,5t",0.0035460992907801418
48.856949,2.353837,22,75004.0,2 roues motorisées,0.01950354609929078
48.856949,2.353837,16,75004.0,"Véhicules lourds > 3,5t",0.014184397163120567
48.856949,2.353837,21,75004.0,Trottinettes + vélos,0.018617021276595744
48.883513,2.327263,1,9.0,"Véhicules lourds > 3,5t",0.0008865248226950354
48.883513,2.327263,89,9.0,Trottinettes + vélos,0.07890070921985816
48.883513,2.327263,35,9.0,Trottinettes + vélos,0.03102836879432624
48.858273,2.349109,8,4.0,Trottinettes + vélos,0.0070921985815602835
48.858273,2.349109,12,4.0,Trottinettes + vélos,0.010638297872340425
48.858273,2.349109,7,4.0,Trottinettes + vélos,0.0062056737588652485
48.858273,2.349109,192,4.0,Trottinettes + vélos,0.1702127659574468
48.858273,2.349109,3,4.0,"Véhicules légers < 3,5t",0.0026595744680851063
48.858273,2.349109,896,4.0,Trottinettes + vélos,0.7943262411347518
48.856949,2.353837,2,75004.0,"Véhicules lourds > 3,5t",0.0017730496453900709
48.858273,2.349109,19,4.0,Trottinettes + vélos,0.016843971631205674
48.858273,2.349109,4,4.0,2 roues motorisées,0.0035460992907801418
48.858273,2.349109,1,4.0,Trottinettes + vélos,0.0008865248226950354
48.858273,2.349109,6,4.0,"Véhicules lourds > 3,5t",0.005319148936170213
48.858273,2.349109,234,4.0,"Véhicules légers < 3,5t",0.2074468085106383
48.858273,2.349109,11,4.0,Trottinettes + vélos,0.00975177304964539
48.858273,2.349109,18,4.0,Trottinettes + vélos,0.015957446808510637
48.858273,2.349109,15,4.0,Autobus et autocars,0.013297872340425532
48.858273,2.349109,214,4.0,"Véhicules légers < 3,5t",0.18971631205673758
48.858273,2.349109,6,4.0,2 roues motorisées,0.005319148936170213
48.883513,2.327263,8,9.0,2 roues motorisées,0.0070921985815602835
48.883513,2.327263,20,9.0,2 roues motorisées,0.01773049645390071
48.883513,2.327263,167,9.0,"Véhicules légers < 3,5t",0.14804964539007093
48.883513,2.327263,28,9.0,Trottinettes + vélos,0.024822695035460994
48.883513,2.327263,195,9.0,"Véhicules légers < 3,5t",0.17287234042553193
48.858273,2.349109,14,4.0,Trottinettes + vélos,0.012411347517730497
48.858273,2.349109,1,4.0,Trottinettes + vélos,0.0008865248226950354
48.858273,2.349109,12,4.0,2 roues motorisées,0.010638297872340425
48.858273,2.349109,14,4.0,Trottinettes,0.012411347517730497
48.858273,2.349109,11,4.0,"Véhicules lourds > 3,5t",0.00975177304964539
48.858273,2.349109,7,4.0,Trottinettes,0.0062056737588652485
48.858273,2.349109,1,4.0,Vélos,0.0008865248226950354
48.858273,2.349109,13,4.0,Vélos,0.01152482269503546
48.858273,2.349109,16,4.0,Trottinettes,0.014184397163120567
48.858273,2.349109,301,4.0,Vélos,0.26684397163120566
48.858273,2.349109,236,4.0,"Véhicules légers < 3,5t",0.20921985815602837
48.858273,2.349109,33,4.0,Trottinettes,0.02925531914893617
48.858273,2.349109,17,4.0,Trottinettes,0.015070921985815602
48.858273,2.349109,2,4.0,Vélos,0.0017730496453900709
48.883513,2.327263,37,9.0,Trottinettes + vélos,0.03280141843971631
48.883513,2.327263,111,9.0,"Véhicules légers < 3,5t",0.09840425531914894
48.883513,2.327263,1,9.0,2 roues motorisées,0.0008865248226950354
48.883513,2.327263,126,9.0,"Véhicules légers < 3,5t",0.11170212765957446
48.883513,2.327263,179,9.0,Trottinettes + vélos,0.15868794326241134
48.883513,2.327263,163,9.0,Trottinettes + vélos,0.14450354609929078
48.883513,2.327263,62,9.0,Trottinettes + vélos,0.0549645390070922
48.883513,2.327263,43,9.0,2 roues motorisées,0.038120567375886524
48.883513,2.327263,5,9.0,Trottinettes + vélos,0.004432624113475178
48.877338,2.365016,46,10.0,Trottinettes + vélos,0.040780141843971635
48.877338,2.365016,1,10.0,"Véhicules légers < 3,5t",0.0008865248226950354
48.877338,2.365016,4,10.0,2 roues motorisées,0.0035460992907801418
48.877338,2.365016,8,10.0,2 roues motorisées,0.0070921985815602835
48.877338,2.365016,20,10.0,2 roues motorisées,0.01773049645390071
48.877338,2.365016,15,10.0,Trottinettes + vélos,0.013297872340425532
48.875967,2.364635,7,10.0,"Véhicules légers < 3,5t",0.0062056737588652485
48.875967,2.364635,2,10.0,2 roues motorisées,0.0017730496453900709
48.875967,2.364635,26,10.0,2 roues motorisées,0.02304964539007092
48.859617,2.344817,1,1.0,"Véhicules légers < 3,5t",0.0008865248226950354
48.859617,2.344817,14,1.0,"Véhicules légers < 3,5t",0.012411347517730497
