hex_id,lat,lon,opportunity_score,opportunity_category,bike_records,pedestrian_zones,total_panels,activity_score,infrastructure_gap,zone_quality,rush_hour_ratio,opportunity_rank,has_infrastructure
hex_15_19,48.87995000000004,2.371249999999997,0.52,Medium,0.0,4.0,1.0,0.32499999999999996,0.8,0.75,0.0,86.0,1
hex_15_20,48.87995000000004,2.378749999999997,0.51,Medium,0.0,1.0,2.0,0.325,0.6,1.0,0.0,94.0,1
hex_15_21,48.87995000000004,2.386249999999997,0.07999999999999999,Very Low,0.0,2.0,4.0,0.049999999999999996,0.19999999999999996,0.0,0.0,231.0,1
hex_15_22,48.87995000000004,2.3937499999999967,0.32999999999999996,Low,0.0,9.0,1.0,0.22499999999999998,0.8,0.0,0.0,165.5,1
hex_15_23,48.87995000000004,2.4012499999999966,0.63,High,0.0,1.0,0.0,0.325,1.0,1.0,0.0,28.5,0
hex_16_8,48.88428000000005,2.2924999999999986,0.5433333333333333,Medium,0.0,3.0,0.0,0.27499999999999997,1.0,0.6666666666666666,0.0,77.0,0
hex_16_11,48.88428000000005,2.314999999999998,0.36,Low,0.0,2.0,2.0,0.19999999999999998,0.6,0.5,0.0,158.5,1
hex_16_12,48.88428000000005,2.322499999999998,0.31,Low,0.0,1.0,0.0,0.024999999999999998,1.0,0.0,0.0,187.0,0
hex_16_13,48.88428000000005,2.329999999999998,0.5433333333333333,Medium,0.0,3.0,0.0,0.27499999999999997,1.0,0.6666666666666666,0.0,77.0,0
hex_16_14,48.88428000000005,2.3374999999999977,0.58,Medium,0.0,4.0,0.0,0.32499999999999996,1.0,0.75,0.0,54.5,0
hex_16_15,48.88428000000005,2.3449999999999975,0.27,Low,0.0,3.0,1.0,0.075,0.8,0.0,0.0,205.5,1
hex_16_16,48.88428000000005,2.3524999999999974,0.5900000000000001,Medium,0.0,3.0,1.0,0.375,0.8,1.0,0.0,46.5,1
hex_16_17,48.88428000000005,2.359999999999997,0.5700000000000001,Medium,0.0,1.0,1.0,0.325,0.8,1.0,0.0,64.0,1
hex_16_19,48.88428000000005,2.374999999999997,0.38,Low,0.0,4.0,2.0,0.25,0.6,0.5,0.0,148.0,1
hex_16_20,48.88428000000005,2.3824999999999967,0.27,Low,0.0,3.0,1.0,0.075,0.8,0.0,0.0,205.5,1
hex_16_21,48.88428000000005,2.3899999999999966,0.23333333333333334,Low,0.0,6.0,3.0,0.19999999999999998,0.4,0.16666666666666666,0.0,217.0,1
hex_17_8,48.88861000000005,2.288749999999999,0.63,High,0.0,1.0,0.0,0.325,1.0,1.0,0.0,28.5,0
hex_17_10,48.88861000000005,2.3037499999999986,0.5700000000000001,Medium,0.0,1.0,1.0,0.325,0.8,1.0,0.0,64.0,1
hex_17_11,48.88861000000005,2.3112499999999985,0.43999999999999995,Medium,0.0,4.0,1.0,0.25,0.8,0.5,0.0,125.0,1
hex_17_12,48.88861000000005,2.3187499999999983,0.32,Low,0.0,2.0,0.0,0.049999999999999996,1.0,0.0,0.0,169.5,0
hex_17_13,48.88861000000005,2.326249999999998,0.418,Medium,0.0,5.0,1.0,0.245,0.8,0.4,0.0,135.0,1
hex_17_14,48.88861000000005,2.333749999999998,0.25,Low,0.0,1.0,1.0,0.024999999999999998,0.8,0.0,0.0,213.5,1
hex_17_15,48.88861000000005,2.341249999999998,0.36,Low,0.0,4.0,1.0,0.175,0.8,0.25,0.0,158.5,1
hex_17_16,48.88861000000005,2.3487499999999977,0.48,Medium,0.0,2.0,0.0,0.19999999999999998,1.0,0.5,0.0,110.0,0
hex_17_17,48.88861000000005,2.3562499999999975,0.5528571428571428,Medium,0.0,7.0,0.0,0.3464285714285714,1.0,0.5714285714285714,0.0,73.0,0
hex_17_18,48.88861000000005,2.3637499999999974,0.42000000000000004,Medium,0.0,2.0,1.0,0.19999999999999998,0.8,0.5,0.0,130.0,1
hex_17_19,48.88861000000005,2.371249999999997,0.26,Low,0.0,2.0,1.0,0.049999999999999996,0.8,0.0,0.0,208.5,1
hex_17_20,48.88861000000005,2.378749999999997,0.38,Low,0.0,8.0,2.0,0.3125,0.6,0.375,0.0,148.0,1
hex_17_21,48.88861000000005,2.386249999999997,0.25,Low,0.0,1.0,1.0,0.024999999999999998,0.8,0.0,0.0,213.5,1
hex_17_22,48.88861000000005,2.3937499999999967,0.32,Low,0.0,2.0,0.0,0.049999999999999996,1.0,0.0,0.0,169.5,0
hex_17_23,48.88861000000005,2.4012499999999966,0.5700000000000001,Medium,0.0,1.0,1.0,0.325,0.8,1.0,0.0,64.0,1
hex_18_12,48.89294000000005,2.322499999999998,0.63,High,0.0,1.0,0.0,0.325,1.0,1.0,0.0,28.5,0
hex_18_14,48.89294000000005,2.3374999999999977,0.51,Medium,0.0,1.0,2.0,0.325,0.6,1.0,0.0,94.0,1
hex_18_15,48.89294000000005,2.3449999999999975,0.52,Medium,0.0,4.0,1.0,0.32499999999999996,0.8,0.75,0.0,86.0,1
hex_18_16,48.89294000000005,2.3524999999999974,0.42000000000000004,Medium,0.0,2.0,1.0,0.19999999999999998,0.8,0.5,0.0,130.0,1
hex_18_17,48.89294000000005,2.359999999999997,0.36,Low,0.0,4.0,1.0,0.175,0.8,0.25,0.0,158.5,1
hex_18_19,48.89294000000005,2.374999999999997,0.26,Low,0.0,2.0,1.0,0.049999999999999996,0.8,0.0,0.0,208.5,1
hex_19_13,48.897270000000056,2.326249999999998,0.30000000000000004,Low,0.0,2.0,3.0,0.19999999999999998,0.4,0.5,0.0,199.0,1
hex_19_14,48.897270000000056,2.333749999999998,0.6399999999999999,High,0.0,2.0,0.0,0.35,1.0,1.0,0.0,12.5,0
hex_19_15,48.897270000000056,2.341249999999998,0.45,Medium,0.0,1.0,3.0,0.325,0.4,1.0,0.0,120.0,1
hex_19_16,48.897270000000056,2.3487499999999977,0.42,Medium,0.0,4.0,0.0,0.175,1.0,0.25,0.0,132.5,0
hex_19_18,48.897270000000056,2.3637499999999974,0.21,Low,0.0,3.0,2.0,0.075,0.6,0.0,0.0,218.0,1
hex_20_14,48.90160000000006,2.3374999999999977,0.31,Low,0.0,1.0,0.0,0.024999999999999998,1.0,0.0,0.0,187.0,0
hex_20_19,48.90160000000006,2.374999999999997,0.48,Medium,0.0,2.0,0.0,0.19999999999999998,1.0,0.5,0.0,110.0,0
hex_20_20,48.90160000000006,2.3824999999999967,0.31,Low,0.0,1.0,0.0,0.024999999999999998,1.0,0.0,0.0,187.0,0
