counter_name,installation_date,count_datetime,hourly_count,coordinates,month_year,id_compteur,counter,name,id,arrondissement,year,month,day,hour,weekday,arrondissement_clean,latitude,longitude,is_rush_hour,is_weekend
106 avenue Denfert Rochereau NE-SO,2012-02-22,2024-05-12 22:00:00+00:00,0,"{'lon': 2.33305, 'lat': 48.83507}",2024-05,100003098-101003098,Y2H20114504,106 avenue Denfert Rochereau,100003098,10,2024,5,12,22,Sunday,10,48.83507,2.33305,False,True
106 avenue Denfert Rochereau NE-SO,2012-02-22,2024-05-13 00:00:00+00:00,0,"{'lon': 2.33305, 'lat': 48.83507}",2024-05,100003098-101003098,Y2H20114504,106 avenue Denfert Rochereau,100003098,10,2024,5,13,0,Monday,10,48.83507,2.33305,False,False
106 avenue Denfert Rochereau NE-SO,2012-02-22,2024-05-13 02:00:00+00:00,0,"{'lon': 2.33305, 'lat': 48.83507}",2024-05,100003098-101003098,Y2H20114504,106 avenue Denfert Rochereau,100003098,10,2024,5,13,2,Monday,10,48.83507,2.33305,False,False
106 avenue Denfert Rochereau NE-SO,2012-02-22,2024-05-13 04:00:00+00:00,0,"{'lon': 2.33305, 'lat': 48.83507}",2024-05,100003098-101003098,Y2H20114504,106 avenue Denfert Rochereau,100003098,10,2024,5,13,4,Monday,10,48.83507,2.33305,False,False
106 avenue Denfert Rochereau NE-SO,2012-02-22,2024-05-13 07:00:00+00:00,0,"{'lon': 2.33305, 'lat': 48.83507}",2024-05,100003098-101003098,Y2H20114504,106 avenue Denfert Rochereau,100003098,10,2024,5,13,7,Monday,10,48.83507,2.33305,True,False
106 avenue Denfert Rochereau NE-SO,2012-02-22,2024-05-13 10:00:00+00:00,0,"{'lon': 2.33305, 'lat': 48.83507}",2024-05,100003098-101003098,Y2H20114504,106 avenue Denfert Rochereau,100003098,10,2024,5,13,10,Monday,10,48.83507,2.33305,False,False
106 avenue Denfert Rochereau NE-SO,2012-02-22,2024-05-13 12:00:00+00:00,0,"{'lon': 2.33305, 'lat': 48.83507}",2024-05,100003098-101003098,Y2H20114504,106 avenue Denfert Rochereau,100003098,10,2024,5,13,12,Monday,10,48.83507,2.33305,False,False
106 avenue Denfert Rochereau NE-SO,2012-02-22,2024-05-13 13:00:00+00:00,0,"{'lon': 2.33305, 'lat': 48.83507}",2024-05,100003098-101003098,Y2H20114504,106 avenue Denfert Rochereau,100003098,10,2024,5,13,13,Monday,10,48.83507,2.33305,False,False
106 avenue Denfert Rochereau NE-SO,2012-02-22,2024-05-13 14:00:00+00:00,0,"{'lon': 2.33305, 'lat': 48.83507}",2024-05,100003098-101003098,Y2H20114504,106 avenue Denfert Rochereau,100003098,10,2024,5,13,14,Monday,10,48.83507,2.33305,False,False
106 avenue Denfert Rochereau NE-SO,2012-02-22,2024-05-13 15:00:00+00:00,0,"{'lon': 2.33305, 'lat': 48.83507}",2024-05,100003098-101003098,Y2H20114504,106 avenue Denfert Rochereau,100003098,10,2024,5,13,15,Monday,10,48.83507,2.33305,False,False
106 avenue Denfert Rochereau NE-SO,2012-02-22,2024-05-13 16:00:00+00:00,0,"{'lon': 2.33305, 'lat': 48.83507}",2024-05,100003098-101003098,Y2H20114504,106 avenue Denfert Rochereau,100003098,10,2024,5,13,16,Monday,10,48.83507,2.33305,False,False
106 avenue Denfert Rochereau NE-SO,2012-02-22,2024-05-13 17:00:00+00:00,0,"{'lon': 2.33305, 'lat': 48.83507}",2024-05,100003098-101003098,Y2H20114504,106 avenue Denfert Rochereau,100003098,10,2024,5,13,17,Monday,10,48.83507,2.33305,True,False
106 avenue Denfert Rochereau NE-SO,2012-02-22,2024-05-14 00:00:00+00:00,0,"{'lon': 2.33305, 'lat': 48.83507}",2024-05,100003098-101003098,Y2H20114504,106 avenue Denfert Rochereau,100003098,10,2024,5,14,0,Tuesday,10,48.83507,2.33305,False,False
106 avenue Denfert Rochereau NE-SO,2012-02-22,2024-05-14 05:00:00+00:00,0,"{'lon': 2.33305, 'lat': 48.83507}",2024-05,100003098-101003098,Y2H20114504,106 avenue Denfert Rochereau,100003098,10,2024,5,14,5,Tuesday,10,48.83507,2.33305,False,False
